question,faithfulness,answer_relevancy,context_recall,context_precision,entity_recall
What color was the chartered plane?,0.38151904940605164,0.6743955016136169,0.0,0.0,0.15384615384615385
When was it decided that Air China would be the official torch carrier?,0.6534673571586609,0.9035271406173706,0.0,0.0,0.46153846153846156
How many days did the plane travel?,0.3314371407032013,0.7904311418533325,0.0,0.0,0.46153846153846156
What type of aircraft did the Torch team travel in?,0.4550173878669739,0.7405064105987549,0.0,0.0,0.46153846153846156
What colors was the aircraft painted?,0.5450892448425293,0.5869864225387573,0.0,0.0,0.15384615384615385
What was the name of the airline that transported the Olympic Torch?,0.5343436002731323,0.43597981333732605,0.0,0.0,0.46153846153846156
How many days did the plane travel with the Torch team?,0.43357062339782715,0.8436036109924316,0.0,0.0,0.46153846153846156
How many different places were visited by the aircraft taking the Torch team?,0.4022015333175659,0.5708393454551697,0.0,0.0,0.46153846153846156
How many continents did the torch visit?,0.7228399515151978,0.8526037931442261,0.0,0.0,0.05263157894736842
What was the stop that was to happen between Ho Chi Minh City and Hong Kong?,0.3974672257900238,0.7432595491409302,0.0,0.0,0.10526315789473684
The Republic of China felt that the wrong decision could place Taiwan on the same level as what two areas?,0.46267616748809814,0.43105679750442505,0.3333333333333333,0.125,0.21052631578947367
The torch route covered six what?,0.6031869053840637,0.8136770725250244,1.0,0.09090909090909091,0.10526315789473684
What government disagreed on the language used to describe the torch route?,0.626733660697937,0.7115238904953003,0.0,0.0,0.3684210526315789
What two places did Taiwan not want to be considered equal with in the language of the torch's route description?,0.6361510753631592,0.8511738777160645,0.5,0.1111111111111111,0.3684210526315789
How many kilometers was the torch supposed to go through Taiwan?,0.5414730310440063,0.8103795647621155,0.0,0.0,0.15789473684210525
On what date did the Olympic Flame get lit?,0.6461886167526245,0.7822108268737793,1.0,0.25,0.14814814814814814
Where did the Olympic Flame get lit?,0.7805058360099792,0.7665444612503052,1.0,0.25,0.14814814814814814
Who was the first person to carry the torch?,0.606905460357666,0.8250911831855774,1.0,0.0625,0.2222222222222222
Who initially lit the Olympic Torch?,0.7268708944320679,0.6889579892158508,0.0,0.0,0.18518518518518517
When did demonstrators yell for Tibet to be freed?,0.5297446250915527,0.6800122261047363,1.0,0.1,0.037037037037037035
Where is the location of the original Olympic events?,0.5119766592979431,0.753372311592102,0.0,0.0,0.07407407407407407
What is the name of the woman who lit the torch for the new games?,0.20055082440376282,0.5076850652694702,0.0,0.0,0.2222222222222222
What medal did the first torchbearer have from prior games?,0.6663734912872314,0.7193897366523743,1.0,0.047619047619047616,0.2222222222222222
What is the name of the first torchbearer for the 2008 Olympics?,0.6401969194412231,0.7551155090332031,0.5,0.047619047619047616,0.1111111111111111
What place had police experience violent problems with protesters?,0.5162160396575928,0.7302682399749756,0.0,0.0,0.1111111111111111
Action was taken to boycott which company?,0.28376492857933044,0.3350600004196167,0.0,0.0,0.25
Who was the biggest shareholder of Carrefour?,0.3408154249191284,0.7339908480644226,1.0,0.0625,0.35714285714285715
What did some protesters burn?,0.3760242462158203,0.6560091376304626,0.0,0.0,0.07142857142857142
Where were anti-protesters blocked from entering a Carrefour store with Chinese flags?,0.11547983437776566,0.11255009472370148,1.0,0.2,0.2857142857142857
Who was said to have given money to the Dalai Lama?,0.44815123081207275,0.7172244191169739,0.0,0.0,0.17857142857142858
What method did the Chinese government use to ease the boycott situation?,0.826981782913208,0.7096130847930908,1.0,0.14285714285714285,0.17857142857142858
What French company was being boycotted?,0.26228922605514526,0.42419934272766113,1.0,0.125,0.2857142857142857
In what publication were Chinese people asked to be orderly and legal because of the protests and demonstrations?,0.260179340839386,0.3269590735435486,1.0,0.09090909090909091,1.0
What is the name of the publication where Chinese people were advised to be calm and rational about patriotism?,0.1676536351442337,0.3008314371109009,1.0,0.2,1.0
The Chinese people were told to show patriotism in an orderly and what manner?,0.6289402842521667,0.8637202978134155,1.0,0.2,1.0
What virgin site did the torch visit on April 2?,0.363057017326355,0.618024468421936,0.0,0.0,0.2727272727272727
Who was the first person to be handed the torch in Almaty?,0.6044389605522156,0.8337786197662354,1.0,0.18181818181818182,0.9090909090909091
Who is Nursultan Nazarbaev?,0.5308787822723389,0.7848675847053528,1.0,0.09090909090909091,0.9090909090909091
The route in Almaty went from Medeo Stadium to where?,0.2419385313987732,0.4567021131515503,0.5,0.09090909090909091,0.9090909090909091
What kind of activists were arrested in Almaty?,0.3834637701511383,0.6992383003234863,1.0,0.058823529411764705,0.9090909090909091
What country did the torch get to for the first time?,0.30329105257987976,0.2886020243167877,1.0,0.047619047619047616,0.9090909090909091
What is the name of the president who was the first torchbearer in Almaty?,0.4096488654613495,0.5976310968399048,1.0,0.18181818181818182,0.9090909090909091
What was the distance in kilometers for the route in Kazakhstan?,0.1688637137413025,0.5995432138442993,1.0,0.09090909090909091,0.9090909090909091
What activists were reported to have been arrested?,0.36992549896240234,0.6656823754310608,0.0,0.0,0.9090909090909091
When was the torch in Istanbul?,0.586258053779602,0.684203028678894,1.0,0.06666666666666667,0.42857142857142855
Where did the torch end up in Istanbul?,0.5328327417373657,0.7544230818748474,0.0,0.0,0.0
Where did the torch start in Instanbul?,0.5886450409889221,0.44084179401397705,0.0,0.0,0.0
Who protested for their compatriots who were in Xinjiang?,0.576740562915802,0.7328489422798157,1.0,0.1111111111111111,0.42857142857142855
What city was the Olympic Torch at on April 3rd?,0.5817104578018188,0.7638257741928101,0.0,0.0,0.5714285714285714
What is the name of the place in the city where the torch relay started in Turkey?,0.4398530125617981,0.6342379450798035,0.0,0.0,0.14285714285714285
Where did the torch relay finish in Turkey?,0.5673527717590332,0.7195749878883362,0.0,0.0,0.0
What people in Turkey protested for their people living in China?,0.6099092960357666,0.761090099811554,1.0,0.15384615384615385,0.42857142857142855
What happened to protesters who tried to interrupt the carrying of the torch?,0.4402408301830292,0.49351730942726135,0.0,0.0,0.14285714285714285
When did the torch arrive in Saint Petersburg?,0.4857434928417206,0.7003039121627808,0.0,0.0,0.25
Where was the start of the torch route in Saint Petersburg?,0.49813389778137207,0.7243014574050903,0.0,0.0,0.25
Where did the torch route end in Saint Petersburg?,0.4559563994407654,0.6984822750091553,0.0,0.0,0.25
Who is the first MMA fighter to participate in carrying the Olympic torch?,0.6671440601348877,0.8046597242355347,1.0,0.13333333333333333,0.3333333333333333
Where in Russia was the first stop for the relay?,0.5178810358047485,0.8702313899993896,0.0,0.0,0.0
What city location did the torch relay begin in Russia?,0.5228118896484375,0.7217912673950195,1.0,0.06666666666666667,0.3333333333333333
What was the last location for the relay in Russia?,0.4151204526424408,0.7449398040771484,0.0,0.0,0.0
What is the name of the MMA fighter who carried the torch in Russia?,0.3280036449432373,0.5428282618522644,0.5,0.125,0.3333333333333333
Which city hosted the 2012 Summer Olympics?,0.5998875498771667,0.7870239019393921,1.0,0.09090909090909091,0.15
When did the torch route begin in London?,0.550477147102356,0.8140618205070496,1.0,0.125,0.1
How much did security cost for the torch relay in London?,0.5356768369674683,0.749177098274231,0.0,0.0,0.1
What city held the Olympics in 2012?,0.6444292068481445,0.7723453044891357,1.0,0.09090909090909091,0.1
Where did the torch relay begin in London for the 2008 Olympics?,0.6812647581100464,0.8447826504707336,0.5,0.1,0.1
Where did the relay end in London?,0.388089120388031,0.5357612371444702,1.0,0.1111111111111111,0.1
How many miles was the relay in England?,0.4846048355102539,0.7928184270858765,0.0,0.0,0.25
What word was used by London officials to describe Chinese security guards for their treatment of protesters?,0.33100178837776184,0.4084742069244385,1.0,0.3333333333333333,0.15
How many torchbearers took part in the London route?,0.7063126564025879,0.8378550410270691,1.0,0.09090909090909091,0.07692307692307693
Who was the first person to hold the torch for the London route?,0.6328774690628052,0.7525417804718018,0.5,0.05555555555555555,0.15384615384615385
"Along with Francesca Martinez, who decided to not carry the torch?",0.25153863430023193,0.6028723120689392,1.0,0.043478260869565216,0.19230769230769232
Who was outside at 10 Downing Street to welcome the torch without actually touching it?,0.586479902267456,0.721230685710907,0.0,0.0,0.11538461538461539
Who got emails asking him to boycott the torch relay?,0.3738245368003845,0.7260048985481262,0.0,0.0,0.038461538461538464
How many people carried the torch in England for the 2008 Olympics?,0.601405143737793,0.7084643244743347,0.0,0.0,0.07692307692307693
What two people in England declined to bear the torch?,0.35434818267822266,0.5682148933410645,0.0,0.0,0.3076923076923077
Where did Gordon Brown welcome the torch?,0.6334226131439209,0.7799823880195618,0.0,0.0,0.11538461538461539
Where was an attempt made to take the torch?,0.4280533790588379,0.7857537269592285,0.0,0.0,0.0
When did the torch relay in Paris occur?,0.48365169763565063,0.7285341620445251,1.0,0.07142857142857142,0.23809523809523808
Where did the Paris route start for the torch relay?,0.4902026057243347,0.6527979969978333,1.0,0.14285714285714285,0.14285714285714285
"Rather than being carried by an athlete, how did the torch end its route in Paris?",0.5734406113624573,0.722354531288147,1.0,0.14285714285714285,0.19047619047619047
The flame of the torch was put out when David Douillet was ready to hand it to who?,0.18480591475963593,0.1907089501619339,0.0,0.0,0.14285714285714285
What date did the torch relay begin in France?,0.6895995140075684,0.7617345452308655,1.0,0.14285714285714285,0.14285714285714285
What city in France did the torch relay start at?,0.6409364938735962,0.8152869939804077,1.0,0.1111111111111111,0.19047619047619047
Where location was the torch relay started in the city in Paris?,0.4847792685031891,0.6548991799354553,1.0,0.1111111111111111,0.19047619047619047
About how many police were said to have protected the torch in France?,0.695914089679718,0.9239303469657898,1.0,0.1111111111111111,0.23809523809523808
How many times was the torch put out in France die to security concerns?,0.5900595784187317,0.7249549031257629,1.0,0.1,0.3333333333333333
Who threw a a Tibetan flag from a City Hall window?,0.35371968150138855,0.6406491994857788,0.5,0.125,0.36363636363636365
Which torchbearer was in a wheelchair?,0.48320823907852173,0.7558472156524658,0.0,0.0,0.36363636363636365
What was Jin Jing called by ethnic Chinese?,0.6087121963500977,0.8071629405021667,1.0,0.5,0.18181818181818182
What was stopped due to protest interruptions?,0.5146124362945557,0.5940324664115906,0.0,0.0,0.18181818181818182
What is the name of the handicapped bearer of the torch?,0.3293953239917755,0.2870369255542755,0.0,0.0,0.36363636363636365
What did the ethnic Chinese call the disabled torch bearer?,0.5072218179702759,0.7627897262573242,1.0,0.06666666666666667,0.45454545454545453
Who put a flag of Tibet out of the window at City Hall?,0.426273375749588,0.6865955591201782,0.0,0.0,0.36363636363636365
Which organization planned several protests?,0.5474040508270264,0.6626372337341309,0.0,0.0,0.0
What did Reporters Without Borders scale in order to put a protest banner on it?,0.5126940011978149,0.6585882306098938,0.0,0.0,1.0
Which cathedral did Reporters Without Borders hang another protest banner?,0.29151609539985657,0.5203862190246582,0.0,0.0,1.0
What was hung from the Eiffel Tower?,0.5852216482162476,0.6157782077789307,1.0,0.125,1.0
Who climbed the Eiffel Tower to hang a protest banner?,0.29935383796691895,0.19557994604110718,1.0,0.125,1.0
Where else was a copy of the banner at Eiffel Tower hung?,0.25245678424835205,0.6079747676849365,0.0,0.0,1.0
Where did hundreds of pro-Tibet protesters meet?,0.4406673014163971,0.6676738858222961,0.5,0.05,0.5555555555555556
Who spoke to the media about China's lack of freedom of speech?,0.6216108798980713,0.7479295134544373,1.0,0.1111111111111111,0.5555555555555556
Who is the President of the French Tibetan community that urged protesters to remain peaceful?,0.5494701862335205,0.7664446830749512,1.0,0.3333333333333333,0.5555555555555556
Where did pro-Tibetan protesters get together?,0.4492238163948059,0.6745390892028809,0.0,0.0,0.5555555555555556
The Trocadéro was not disruptive of the relay and said to have been what?,0.3955003321170807,0.7690063714981079,0.0,0.0,0.0
"Who, of the Trocadéro protest, spoke to the media?",0.34614720940589905,0.7707836627960205,1.0,0.09090909090909091,0.4444444444444444
What did the person who spoke to the media at Trocadéro say China lacked?,0.7196618318557739,0.7310842275619507,1.0,0.15384615384615385,0.7777777777777778
What did the political parties request a brief stop in?,0.4190603792667389,0.7575523257255554,0.0,0.0,0.3076923076923077
What text was on the banner that the politicians unrolled outside?,0.5272949934005737,0.2548861503601074,0.0,0.0,0.3076923076923077
What did MPs yell when the torch passed them?,0.6820016503334045,0.6987022161483765,0.0,0.0,0.0
Various French politicians started protests including members of what?,0.4156457185745239,0.6593164801597595,1.0,0.16666666666666666,0.07692307692307693
All the French political factions requested a temporary halt to what?,0.28776058554649353,0.783658504486084,0.0,0.0,0.3076923076923077
Why did the banner say that was unveiled during the temporary halt?,0.5330484509468079,0.7093013525009155,0.0,0.0,0.3076923076923077
What did the Parliamentary members yell as the relay passed?,0.504407525062561,0.645818829536438,0.0,0.0,0.0
What did French police take from demonstrators?,0.4715295433998108,0.5969599485397339,0.0,0.0,0.16666666666666666
Which newspaper reported that only the Chinese could express themselves?,0.5076450109481812,0.7816154956817627,1.0,0.2,0.16666666666666666
Where was the only place the Tibetan flag could be held?,0.29640448093414307,0.5739617347717285,1.0,0.06666666666666667,0.5
Who was the Minister of the Interior?,0.13367614150047302,0.27120596170425415,0.0,0.0,0.3333333333333333
What did French law enforcement take from protesters?,0.48817187547683716,0.648835301399231,0.0,0.0,0.16666666666666666
Where was the only place Tibetan flags were permitted?,0.03394712507724762,0.023024478927254677,1.0,0.125,0.3333333333333333
Who said the police acted on their own in taking the flags?,0.35646700859069824,0.9060882329940796,0.0,0.0,0.3333333333333333
Who rendered a France 2 camera person unconscious?,0.20207305252552032,0.6306679248809814,1.0,0.3333333333333333,0.5
Where did the torch start it's North American route?,0.5085525512695312,0.717957615852356,0.0,0.0,0.23333333333333334
What day did the torch arrive in San Francisco?,0.5910504460334778,0.736128568649292,1.0,0.07692307692307693,0.1
What is the name of the first North American torchbearer?,0.5351147651672363,0.6645218729972839,0.5,0.058823529411764705,0.1
The route end was changed from Justin Herman plaza to what?,0.2831084728240967,0.32389962673187256,0.0,0.0,0.1
Who was the head of the U.S. Olympic Committee?,0.46396735310554504,0.7815760374069214,1.0,0.08333333333333333,0.13333333333333333
What city in the United States held the 2008 Olympic Torch relay?,0.10592401027679443,0.3803029954433441,0.3333333333333333,0.0625,0.2
What was the date of the relay in the United States?,0.5056870579719543,0.7535523176193237,0.0,0.0,0.03333333333333333
What is the name of the person who handed off the torch to the torchbearer in the United States 2008 Olympic relay?,0.5598657131195068,0.7646445035934448,0.0,0.0,0.06666666666666667
What is the name of the location where the relay ending event was canceled?,0.5742375254631042,0.649128794670105,0.0,0.0,0.03333333333333333
"Who approved a resolution concerning human rights on April 1, 2008?",0.5665328502655029,0.7458043098449707,1.0,0.125,0.3333333333333333
The concern was over what in China and Tibet?,0.7161580324172974,0.8751496076583862,1.0,0.16666666666666666,0.16666666666666666
What date was the protest which was led by Gere and Tutu?,0.6665991544723511,0.7353079915046692,0.0,0.0,0.0
When was a resolution agreed to about Chinese human rights issues in San Francisco?,0.5668805837631226,0.8152241706848145,0.5,0.125,0.5
Who approved the resolution?,0.4373544454574585,0.6293302178382874,0.0,0.0,0.3333333333333333
Where was a protest planned in San Francisco?,0.499592125415802,0.719505250453949,1.0,0.0625,0.3333333333333333
What actor was scheduled to attend a San Francisco Olympic protest?,0.45552197098731995,0.7625183463096619,1.0,0.07142857142857142,0.25
"Three protester climbed what to hang two banners on April 7, 2008?",0.5424458980560303,0.7935917377471924,1.0,0.16666666666666666,0.42105263157894735
Laurel Sutherlin spoke to which TV station about his concerns?,0.10316936671733856,0.09328523278236389,0.0,0.0,0.15789473684210525
Who asked that the San Francisco relay route be shortened?,0.39353540539741516,0.7561830878257751,1.0,0.08333333333333333,0.3157894736842105
What famous bridge had two banners hung from it by protesters?,0.5766493082046509,0.814611554145813,1.0,0.1111111111111111,0.3684210526315789
Who spoke to station KPIX-CBS5 about the bridge banner protests?,0.43290919065475464,0.7720882892608643,0.0,0.0,0.15789473684210525
How many supporters face charges for the bridge stunt?,0.2481142282485962,0.704473614692688,0.0,0.0,0.2631578947368421
How many activists may be charged with crimes for the bridge stunt?,0.332908570766449,0.7531982660293579,0.0,0.0,0.2631578947368421
Where did the first relay runner disappear to with the torch??,0.4733991026878357,0.5311644077301025,1.0,0.5,0.027777777777777776
Which wheelchair-bound torchbearer was ejected from the relay for showing a Tibetan flag?,0.5634192824363708,0.7796036005020142,1.0,0.14285714285714285,0.1111111111111111
What wheelchair-bound bearer of the Olympic torch displayed a Tibetan flag?,0.5585235357284546,0.7763550281524658,1.0,0.18181818181818182,0.16666666666666666
Where was the last part of the San Francisco torch relay carried through before getting on a bus?,0.5245764255523682,0.7791193127632141,0.0,0.0,0.05555555555555555
Where was a makeshift closing ceremony held for the torch relay in San Francisco?,0.6447739601135254,0.8001060485839844,0.0,0.0,0.05555555555555555
"After the bearer of the torch disappeared into a warehouse, what road did the relay reappear on?",0.30304068326950073,0.5703644752502441,0.0,0.0,0.05555555555555555
When did the Olympic torch relay begin in Buenos Aires?,0.6697472929954529,0.7665645480155945,1.0,0.18181818181818182,0.3181818181818182
Where did the torch route start in Buenos Aires?,0.5251948237419128,0.7104317545890808,1.0,0.1,0.2727272727272727
Who was the mayor of Buenos Aires?,0.4497911036014557,0.778704047203064,1.0,0.07142857142857142,0.3181818181818182
Where did the Olympic torch relay begin in Argentina?,0.7538369297981262,0.762127161026001,0.5,0.1111111111111111,0.2727272727272727
What place held an opening show for the relay?,0.514466404914856,0.6540240049362183,0.0,0.0,0.09090909090909091
What is the name of the mayor who passed off the torch to the first bearer in Argentina?,0.14510320127010345,0.2969077527523041,1.0,0.2222222222222222,0.2727272727272727
Who was the first bearer of the torch in Argentina?,0.7186513543128967,0.8619194030761719,1.0,0.2222222222222222,0.2727272727272727
What was showered along the route in some places?,0.2865687608718872,0.6974195241928101,0.0,0.0,0.0
What is the name of the activist who promised peaceful protests?,0.1266133189201355,0.14009800553321838,0.0,0.0,0.1
What route was planned for an alternative march?,0.3504352569580078,0.706550121307373,0.0,0.0,0.0
What was on the banner that was displayed where the torchbearers would carry the torch?,0.5565444231033325,0.7189925909042358,0.0,0.0,0.2
What is the name of the protester who said they would not try to extinguish the torch?,0.38319793343544006,0.8825082778930664,0.0,0.0,0.1
Where did the other march travel form and to?,0.3939872980117798,0.544977605342865,0.0,0.0,0.0
What was the name given to the torch carried on the alternative march?,0.5479494333267212,0.735573947429657,0.0,0.0,0.2
What did the large banner say that was along the alternative march route?,0.6745703220367432,0.7791767120361328,0.0,0.0,0.1
What was the unsanctioned alternative relay called?,0.37675952911376953,0.6481841802597046,0.0,0.0,0.0
Who was the outreach director of HRTR?,0.29196110367774963,0.7288600206375122,1.0,0.16666666666666666,0.2
What was the non profit that was funded by Mark Palmer?,0.6244203448295593,0.7223620414733887,1.0,0.16666666666666666,0.2
Which footballer decided to not be a torchbearer because of the controversy?,0.49273067712783813,0.495399534702301,0.0,0.0,0.06666666666666667
How many police officers were in place to avoid controversy along the torch route?,0.4703289270401001,0.7381733655929565,0.0,0.0,0.4
What was thrown to try and put out the flame?,0.46271300315856934,0.5844478607177734,0.0,0.0,0.2
What is Susan Prager communication director of?,0.6861552000045776,0.7091946601867676,0.0,0.0,0.2
What football star backed out due to relay controversy?,0.4984622895717621,0.735080361366272,0.0,0.0,0.13333333333333333
How many police officers were part of the security operative?,0.46204620599746704,0.7524404525756836,0.0,0.0,0.3333333333333333
What was tossed at the torch trying to put it out?,0.5066345930099487,0.7906720042228699,0.0,0.0,0.13333333333333333
The protests were considered to be overall what in nature?,0.548446774482727,0.6045845746994019,0.0,0.0,0.06666666666666667
Where was the only African destination for the torch?,0.5603113174438477,0.4374238848686218,0.0,0.0,0.35294117647058826
When did the torch arrive in Dar es Salaam?,0.5100184679031372,0.7439178228378296,0.0,0.0,0.5294117647058824
Where did the route start for the torch in Dar es Salaam?,0.49856436252593994,0.6922025680541992,0.0,0.0,0.5294117647058824
Where was the solitary place the relay was held in Africa?,0.4082789421081543,0.6497492790222168,0.0,0.0,0.058823529411764705
What is the name of the railway where the Olympic torch relay began in Africa?,0.24997378885746002,0.42808467149734497,0.5,0.05263157894736842,0.35294117647058826
Where did the relay terminate in Africa?,0.4194539785385132,0.8680435419082642,0.0,0.0,0.0
What country paid for the stadium through aid money?,0.39420998096466064,0.7993042469024658,0.0,0.0,0.058823529411764705
Who it the torch in Africa?,0.5611211061477661,0.6830118298530579,1.0,0.06666666666666667,0.5294117647058824
Which Middle East location was the only area the torch visited?,0.6246604323387146,0.8201241493225098,0.0,0.0,0.625
When did the torch arrive in Muscat?,0.4375235438346863,0.7004333734512329,1.0,0.06666666666666667,0.375
Which actress carried the torch for part of the route?,0.5925819873809814,0.8244418501853943,0.0,0.0,0.0
Where was the only place the Olympic torch was carried in the Middle East?,0.20815637707710266,0.3317342698574066,0.5,0.038461538461538464,0.625
How far was the relay route in kilometers in the Middle East?,0.40879273414611816,0.7886011600494385,1.0,0.05263157894736842,0.375
What is the name of the Syrian actress who was one to bear the torch?,0.17940114438533783,0.35506677627563477,1.0,0.06666666666666667,0.25
When did the torch arrive in Islamabad?,0.6074640154838562,0.7504851818084717,1.0,0.14285714285714285,0.5454545454545454
Where was an indoor ceremony held since the outdoor relay was cancelled?,0.31918197870254517,0.5506435632705688,0.0,0.0,0.18181818181818182
Who spoke at the opening ceremony in Islamabad in addition to President Musharraf?,0.41051894426345825,0.7318466901779175,0.5,0.14285714285714285,0.5454545454545454
Where did the Olympic torch relay start in Pakistan?,0.672690749168396,0.7428948283195496,0.5,0.125,0.6363636363636364
"Instead of a traditinal relay, where was the track the torch was carried in Pakistan?",0.732688844203949,0.7912406921386719,0.0,0.0,0.18181818181818182
When did the torch visit New Delhi?,0.6272743940353394,0.8256967067718506,0.0,0.0,0.1111111111111111
How many runners carried the torch in New Delhi?,0.46802622079849243,0.6731018424034119,0.0,0.0,0.14814814814814814
Which football captain did not participate in the relay to show support for Tibet?,0.533420205116272,0.5495408177375793,1.0,0.09090909090909091,0.2222222222222222
How many torchbearers did not participate because of their concerns with Tibet?,0.6198184490203857,0.7644855976104736,1.0,0.09090909090909091,0.1111111111111111
Where did the torch relay happen in India?,0.5456238985061646,0.5935242176055908,1.0,0.058823529411764705,0.1111111111111111
How long was the route in India in miles?,0.2966996729373932,0.7078678607940674,1.0,0.037037037037037035,0.25925925925925924
How many bearers of the torch were used in India?,0.5884404182434082,0.7317779064178467,0.0,0.0,0.07407407407407407
How many bearers decided not to participate?,0.4358769655227661,0.5790256261825562,0.0,0.0,0.14814814814814814
What is the name of the footballer who refused to be a part of the relay?,0.10955764353275299,0.03012465313076973,0.0,0.0,0.18518518518518517
The security given to the torch relay in New Delhi is reminiscent of the security of what?,0.6666637659072876,0.835097074508667,1.0,0.125,0.16666666666666666
The Chinese presented a list of vulnerable relay locations to who?,0.5764590501785278,0.7941765189170837,1.0,0.25,0.25
Who supposedly cancelled a trip to Beijing in protest?,0.5934284329414368,0.6237949132919312,1.0,0.125,0.3333333333333333
