Pipeline,Ground Truth Answer,Generated Answer,BLEU,SacreBLEU,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,Exact Match,BERT Precision,BERT Recall,BERT F1
LangChain MultiVector Retriever,نورسلطان نزاربیف,الماتی میں مشعل کو سب سے پہلے کارلوس ایسپینولا کو دیا گیا تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7568448781967163,0.8075151443481445,0.7813593745231628
LangChain MultiVector Retriever,اولمپیا یونان,اولمپک شعلہ یونان میں قدیم اولمپک کھیلوں کے مقام پر روشن کیا تھا گیا,1.6591439325163957,2.8398387225677895,0.11764705882352941,0.0,0.11764705882352941,0.15151515151515152,0,0.7668030261993408,0.8073168992996216,0.7865386605262756
LangChain MultiVector Retriever,ہم آہنگی کا سفر,ٹارچ ریلے کو منتظمین نے ایک موبائل حفاظتی انگوٹھی کے طور پر بیان کیا تھا تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7851355075836182,0.8220610618591309,0.8031740784645081
LangChain MultiVector Retriever,بیجنگ چین,مشعل ریلے کی تفصیلات ترکی ریاستہائے متحدہ امریکہ اور برطانیہ کے مختلف شہروں میں منعقد ہونے والے مراحل سے معلوم کی گئیں,0.0,0.0,0.0,0.0,0.0,0.0,0,0.743779182434082,0.7803486585617065,0.7616251707077026
LangChain MultiVector Retriever,ماؤنٹ ایورسٹ,مشعل ماونٹ ایورسٹ کی چوٹی پر لے جایا گیا تھا,2.345749517489102,4.196114906296549,0.16666666666666669,0.0,0.16666666666666669,0.17857142857142858,0,0.8085660338401794,0.8782194256782532,0.8419545888900757
LangChain MultiVector Retriever,اولمپیا یونان,اولمپک مشعل یونان میں قدیم اولمپک کھیلوں کے مقام پر روشن کی گئی تھی,1.7585421894408981,2.8398387225677895,0.125,0.0,0.125,0.15625000000000003,0,0.7708466053009033,0.8124788999557495,0.791115403175354
LangChain MultiVector Retriever,985 گرام,اولمپک مشعل کا وزن 985 گرام ہوتا تھا,7.122722710132624,11.044795567078939,0.4,0.25,0.4,0.7211538461538463,0,0.7890414595603943,0.840130090713501,0.8137847185134888
LangChain MultiVector Retriever,پروپین,مشعل کے لیے پروپین کے کینوں سے ایندھن کا استعمال کیا تھا جاتا تھا,1.6591439325163957,2.8398387225677895,0.125,0.0,0.125,0.20833333333333337,0,0.7671557068824768,0.8614715337753296,0.811582624912262
LangChain MultiVector Retriever,قانونی,چینی لوگوں سے کہا گیا تھا کہ وہ اپنے محب وطن جوش و خروش کو پر سکون اور عقلی طور پر ظاہر کریں اور محب وطن خواہش کو منظم اور قانونی انداز میں ظاہر کریں,0.8176856499690712,1.0559717178170818,0.05555555555555556,0.0,0.05555555555555556,0.11363636363636365,0,0.7197962999343872,0.8316309452056885,0.7716827988624573
LangChain MultiVector Retriever,یوگور,اوئیغور کارکنوں کو گرفتار کیا تھا گیا تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7573157548904419,0.8479130864143372,0.8000577688217163
LangChain MultiVector Retriever,31 مارچ,متن میں اولمپک مشعل کے بیجنگ پہنچنے کی تاریخ کا ذکر نتھے تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7265276908874512,0.7689351439476013,0.7471301555633545
LangChain MultiVector Retriever,چھ,بیجنگ کے بعد مشعل نے چھ براعظموں کا دورہ کیا تھا,2.0044994979069073,3.7477767366779213,0.15384615384615385,0.0,0.15384615384615385,0.2380952380952381,0,0.7293636798858643,0.8016814589500427,0.7638145685195923
LangChain MultiVector Retriever,منازعہ,کچھ حامیوں اور مظاہرین کے درمیان جھڑپیں ہوئیں جن میں غیر چینی مظاہرین کو ناراض ہجوم نے گھیر لیا تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7375845909118652,0.8133535385131836,0.7736182808876038
LangChain MultiVector Retriever,3 اپریل,ٹارچ استنبول میں 3 اپریل کو تھا,8.1939171811711,13.134549472120788,0.4444444444444445,0.2857142857142857,0.4444444444444445,0.75,0,0.7633912563323975,0.8948684930801392,0.8239177465438843
LangChain MultiVector Retriever,براعظموں,متن میں مشعل روٹ کے احاطے کے بارے میں کوئی معلومات فراہم نتھے کی گئی,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7514123916625977,0.7945936322212219,0.7723999619483948
LangChain MultiVector Retriever,130,طیارے نے ٹارچ ٹیم کے ساتھ مجموعی طور پر 130 دن سفر کیا تھا,1.6591439325163957,2.8398387225677895,0.125,0.0,0.125,0.20833333333333337,0,0.706302285194397,0.7974899411201477,0.7491313219070435
LangChain MultiVector Retriever,قازقستان کے صدر,نورسلطان نزاربیف قازقستان کے صدر تھے,23.376641384792205,30.213753973567677,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.8922558922558923,0,0.8701485991477966,0.9444482922554016,0.9057773351669312
LangChain MultiVector Retriever,آستانہ اسکوائر,متن میں الماتی کے روٹ میڈیو اسٹیڈیم کا ذکر نتھے تھا لہذا اس سوال کا جواب متن میں موجود نتھے تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.755323052406311,0.7947157621383667,0.7745187878608704
LangChain MultiVector Retriever,حامیوں,سان فرانسسکو میں مظاہرین سے زیادہ حامیوں کی تعداد تھی,2.345749517489102,4.196114906296549,0.18181818181818182,0.0,0.18181818181818182,0.2631578947368421,0,0.7921401858329773,0.8982765674591064,0.8418763279914856
LangChain MultiVector Retriever,سینکڑوں,سان فرانسسکو میں سینکڑوں لوگوں نے احتجاج کیا تھا,2.345749517489102,4.767707020457095,0.18181818181818182,0.0,0.18181818181818182,0.2631578947368421,0,0.7714946866035461,0.8145812749862671,0.7924527525901794
LangChain MultiVector Retriever,چاندی,پہلے کھیلوں سے پہلے مشعل بردار امریکی اولمپک چیمپئن تیراک ہرمن لین لی کو کوئی تمغہ نتھے ملا متن میں صرف یہ ذکر تھا کہ انتھے مشعل دی گئی,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7179759740829468,0.8218000531196594,0.7663876414299011
LangChain MultiVector Retriever,24 مارچ,2008 کے کھیلوں کے لئے اولمپک مشعل 24 مارچ کو روشن کی گئی تھی,4.126321688145509,5.679677445135579,0.25,0.14285714285714288,0.25,0.5859375000000001,0,0.7411923408508301,0.8568137884140015,0.794820249080658
LangChain MultiVector Retriever,الومینیم,اولمپک مشعل ایلومینیم سے بنائی جاتی تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7948079705238342,0.8319053053855896,0.8129336833953857
LangChain MultiVector Retriever,31 مارچ,متن میں چین میں اولمپک مشعل کے پہنچنے کی تاریخ کا ذکر نتھے تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7240569591522217,0.7822766304016113,0.752041757106781
LangChain MultiVector Retriever,لکی کلاؤڈ,"چینی اولمپک مشعل کا ڈیزائن ""لکی کلاوڈ"" کے نام سے جانا جاتا تھا",1.6591439325163957,2.627961710408444,0.11764705882352941,0.0,0.11764705882352941,0.15151515151515152,0,0.7712007164955139,0.8559636473655701,0.8113744258880615
LangChain MultiVector Retriever,پیرالمپک کھیلوں,مشعل ریلے کا انعقاد عسکریت پسندوں کی دھمکیوں یا چین مخالف احتجاج کے بارے میں سیکیورٹی خدشات کی وجہ سے منسوخ کر دیا گیا تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7815831899642944,0.8124088048934937,0.7966979146003723
LangChain MultiVector Retriever,لکی کلاؤڈ,"اولمپک مشعل پر استعمال ہونے والا چینی ڈیزائن ""لکی کلاوڈ"" کے نام سے جانا جاتا تھا",1.4238348381961592,2.1476912089159055,0.09999999999999999,0.0,0.09999999999999999,0.13888888888888892,0,0.7642036080360413,0.858870804309845,0.8087764382362366
LangChain MultiVector Retriever,2,متن میں بارش کے بارے میں کوئی معلومات نتھے دی گئی اس لیے اس سوال کا جواب متن کی بنیاد پر نتھے دیا جا سکتا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6691291928291321,0.7509233951568604,0.7076706886291504
LangChain MultiVector Retriever,یوگوروں,ترکی میں رہنے والے ایغوروں نے چین میں رہنے والے اپنے ہم وطنوں کے لئے احتجاج کیا تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7699154019355774,0.829458475112915,0.7985786199569702
LangChain MultiVector Retriever,ایئر چائنا,متن میں اس ایئر لائن کا نام ذکر نتھے کیا تھا گیا جس نے اولمپک مشعل کو منتقل کیا تھا تھا,1.1603982212675388,1.8160849415439309,0.08,0.0,0.08,0.12195121951219513,0,0.7567957043647766,0.805493175983429,0.780385434627533
LangChain MultiVector Retriever,ماریا نفپلیٹو,اولمپک مشعل کو سب سے پہلے اداکارہ ماریا نے روشن کیا تھا,1.8724372764461876,3.3864985683445354,0.13333333333333336,0.0,0.13333333333333336,0.16129032258064518,0,0.7994567155838013,0.8153440952301025,0.8073222637176514
LangChain MultiVector Retriever,الیکسینڈروس نکولائڈس,ٹارچ اٹھانے والا پہلا شخص چینی کمیٹی کے نورمن بیلنگھم تھے,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7951912879943848,0.8208496570587158,0.8078168034553528
LangChain MultiVector Retriever,عالمی ریلے,آئی او سی نے فیصلہ کیا تھا کہ آئندہ اولمپکس کے ایڈیشنز میں عالمی ریلے کو ختم کیا تھا جائے گا,2.6079727554951213,3.6321698830878617,0.16,0.08695652173913045,0.16,0.4573170731707317,0,0.7613999247550964,0.8754791021347046,0.814464271068573
LangChain MultiVector Retriever,ماریا نفپلیٹو,اس عورت کا نام ماریا تھا جس نے نئی کھیلوں کے لئے مشعل روشن کی,1.6591439325163957,2.627961710408444,0.11764705882352941,0.0,0.11764705882352941,0.15151515151515152,0,0.7931903004646301,0.8086005449295044,0.8008212447166443
LangChain MultiVector Retriever,تکسیم اسکوائر,ترکی میں مشعل کا ریلے تقسیم اسکوائر میں ختم ہوا,2.345749517489102,4.196114906296549,0.16666666666666669,0.0,0.16666666666666669,0.17857142857142858,0,0.7812761068344116,0.8180629014968872,0.7992464303970337
LangChain MultiVector Retriever,پیپلز ڈیلی,"اس اشاعت کا نام ""پیپلز ڈیلی"" تھا",6.321087140417253,9.535414040914192,0.3636363636363636,0.2222222222222222,0.3636363636363636,0.6944444444444445,0,0.7556300759315491,0.8303252458572388,0.7912186980247498
LangChain MultiVector Retriever,24 مارچ 2008,اولمپک شعلہ کو یونان میں قدیم اولمپک کھیلوں کے مقام پر روشن کیا تھا گیا تھا لیکن متن میں اس کی تاریخ کا ذکر نتھے تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7388966083526611,0.7795616388320923,0.7586846351623535
LangChain MultiVector Retriever,سلطان احمد اسکوائر,ترکی میں مشعل کی ریلے کا آغاز استنبول شہر میں ہوا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7561619877815247,0.7760321497917175,0.7659682035446167
LangChain MultiVector Retriever,کیرفور,"فرانسیسی کمپنی ""کیریفور"" کا بائیکاٹ کیا تھا جا رہا تھا",0.0,0.0,0.0,0.0,0.0,0.0,0,0.7633312940597534,0.8658382296562195,0.8113598823547363
LangChain MultiVector Retriever,یوگور کارکنوں,الماتی میں اویغور کارکنوں کو گرفتار کیا تھا گیا تھا,2.1598265052211616,4.196114906296549,0.15384615384615385,0.0,0.15384615384615385,0.1724137931034483,0,0.7798738479614258,0.8436558842658997,0.8105120062828064
LangChain MultiVector Retriever,جیک روگ,"متن میں ایسے کسی شخص کا نام نتھے دیا گیا جس نے مشعل ریلے کے احتجاج کو ""بحران"" کہا ہو",0.0,0.0,0.0,0.0,0.0,0.0,0,0.7692834138870239,0.7984890341758728,0.7836142182350159
LangChain MultiVector Retriever,ایک دنیا ایک خواب,مشعل ریلے کے لئے موضوع چین کے خلاف احتجاج اور سیکیورٹی خدشات تھے,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8105788826942444,0.832796573638916,0.8215376138687134
LangChain MultiVector Retriever,گرفتار,مظاہرین نے مشعل لے جانے میں مداخلت کرنے کی کوشش کی جس کے نتیجے میں کم از کم پینتیس افراد متاثر ہوئے ایک مظاہرین نے مشعل چھیننے کی کوشش کی اور ایک علیحدہ واقعے میں مشعل کے قریب آگ بجھانے والا آلہ لگایا گیا اس کے علاوہ مظاہرین کی کوششوں کے باعث حکام کو مشعل کو پانچ بار بجھانا پڑا اور چینی عہدیداروں کے مطالبے پر ایک بس پر مشعل لوڈ کرنی پڑی,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6941803693771362,0.7808696031570435,0.734977662563324
LangChain MultiVector Retriever,24 مارچ,اولمپک مشعل 24 مارچ کو روشن کی گئی تھی,6.321087140417253,9.535414040914192,0.3636363636363636,0.2222222222222222,0.3636363636363636,0.6944444444444445,0,0.7621041536331177,0.8759711980819702,0.8150800466537476
LangChain MultiVector Retriever,سلطان احمد اسکوائر,استنبول میں مشعل ریلے کا مرحلہ سلطان احمد اسکوائر سے شروع ہوا,10.584277604455785,12.605968092174914,0.4,0.3076923076923077,0.4,0.7549857549857552,0,0.7839908599853516,0.8968816995620728,0.8366453051567078
LangChain MultiVector Retriever,عالمی ریلے,مستقبل کے اولمپکس کے لئے مشعل ریلے کو سوگ کی مدت کے لئے معطل کر دیا گیا تھا,1.4238348381961592,2.1476912089159055,0.09999999999999999,0.0,0.09999999999999999,0.13888888888888892,0,0.7669717073440552,0.869722306728363,0.8151217103004456
LangChain MultiVector Retriever,سیلک روڈ,مشعل سلک روڈ پر تھی جو چین اور باقی دنیا کے مابین قدیم روابط کی علامت تھا,1.4936192853457253,2.2869567780619007,0.10526315789473684,0.0,0.10526315789473684,0.14285714285714285,0,0.8033671379089355,0.8773442506790161,0.838727593421936
LangChain MultiVector Retriever,احتجاج,"کچھ گروہ مشعل کے راستے پر ""آزاد تبت"" کا بڑا بینر دکھا رتھا تھے اور متبادل مارچ کا اہتمام کر رتھا تھے جس میں انہوں نے اپنا ہیومن رائٹس مشعل پیش کیا تھا تاکہ اولمپک کھیلوں اور چین میں انسانی حقوق کی خلاف ورزیوں کے درمیان تضاد کو ظاہر کیا تھا جا سکے",0.0,0.0,0.0,0.0,0.0,0.0,0,0.710240364074707,0.7950193881988525,0.7502424716949463
LangChain MultiVector Retriever,ترکی میں رہنے والے ایغوروں,ترکی میں رہنے والے ایغوروں نے سنکیا تھانگ میں اپنے ہم وطنوں کے لئے احتجاج کیا تھا,18.951629567590743,21.409092659758045,0.4166666666666667,0.3636363636363636,0.4166666666666667,0.6968750000000001,0,0.852187991142273,0.9583994150161743,0.9021784663200378
LangChain MultiVector Retriever,30 مارچ 2008,مظاہرین نے 30 مارچ کو تبت کو آزاد کرنے کا مطالبہ کیا تھا,4.126321688145509,6.178110636313396,0.23529411764705882,0.13333333333333336,0.23529411764705882,0.4573170731707317,0,0.7709760665893555,0.858649492263794,0.8124544024467468
LangChain MultiVector Retriever,تبتی,اولمپکس کے کسی بھی مقام پر تبتی جھنڈا دکھانے والے کھلاڑیوں کو اولمپکس سے نکالنے کے امکان کا سامنا کرنا پڑا,1.2518377344512808,1.8160849415439309,0.0909090909090909,0.0,0.0909090909090909,0.16666666666666666,0,0.7066361904144287,0.7976233959197998,0.7493780851364136
LangChain MultiVector Retriever,چارٹرڈ ایئر چائنا ایئربس اے 330,متن میں ہوائی جہاز کے استعمال کا ذکر نتھے تھا لہذا اس سوال کا جواب متن میں موجود نتھے تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7639046311378479,0.7865122556686401,0.7750436067581177
LangChain MultiVector Retriever,جیک روگ,بین الاقوامی اولمپک کمیٹی کے صدر کا نام متن میں ذکر نتھے کیا تھا گیا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.770695686340332,0.7884957790374756,0.7794941067695618
LangChain MultiVector Retriever,24,"ٹارچ کو تائیوان سے 85,000 کلومیٹر دور جانا تھا",0.0,0.0,0.0,0.0,0.0,0.0,0,0.6958580017089844,0.7805796265602112,0.735788106918335
LangChain MultiVector Retriever,ہانگ کانگ اور مکاؤ,تائیوان ٹارچ کے روٹ کی وضاحت کی زبان میں ہانگ کانگ اور مکاؤ کے ساتھ برابر نتھے سمجھا جانا چاہتا تھا,11.369306152454813,11.369306152454815,0.32,0.2608695652173913,0.32,0.6962719298245613,0,0.8214278221130371,0.892393946647644,0.8554416298866272
LangChain MultiVector Retriever,ایل وی ایم ایچ گروپ,اس کے بارے میں کہا جاتا تھا کہ ایل وی ایم ایچ گروپ نے دلائی لاما کو پیسے دیئے تھے,17.92334464048543,17.92334464048542,0.4,0.34782608695652173,0.4,0.7661538461538463,0,0.7880480885505676,0.9120268225669861,0.8455168008804321
LangChain MultiVector Retriever,لاطینی امریکہ افریقہ اور مغربی ایشیاء,متن میں دنیا کے تین علاقوں کا ذکر نتھے کیا تھا گیا جہاں احتجاجی مظاہروں کی تعداد کم بتائی گئی ہو متن صرف شمالی امریکہ اور یورپی راستے کے ساتھ ساتھ کچھ شہروں میں احتجاج کا ذکر کرتا تھا,0.869717822873302,1.1216940038341034,0.08695652173913045,0.0,0.08695652173913045,0.10638297872340424,0,0.7789120674133301,0.8263907432556152,0.8019492626190186
LangChain MultiVector Retriever,ایک دنیا ایک خواب,"2008 کے اولمپکس کا نعرہ ""ایک دنیا ایک خواب"" تھا",21.200626759025184,21.200626759025184,0.5,0.42857142857142855,0.5,0.8268229166666667,0,0.8407362699508667,0.9279155731201172,0.8821773529052734
LangChain MultiVector Retriever,پیرالمپک کھیلوں,جون 2008 میں ننگبو میں قومی صبح کے دوران ہونے والی ریلے کو زلزلے کے بعد سوگ کی مدت کے لئے معطل کر دیا گیا تھا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7632970809936523,0.7970840930938721,0.7798247933387756
LangChain MultiVector Retriever,چینی حکومت,متن میں مشعل ریلے کے راستے پر مختلف حملوں کی مذمت کرنے والے کا ذکر نتھے کیا تھا گیا,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7718120217323303,0.8193787336349487,0.7948843836784363
LangChain MultiVector Retriever,تکسیم اسکوائر,استنبول میں مشعل تکسم اسکوائر میں ختم ہوئی,2.85996171617138,5.522397783539471,0.2,0.0,0.2,0.19230769230769235,0,0.7808167934417725,0.8272479176521301,0.8033620119094849
LangChain MultiVector Retriever,5 اپریل,مشعل 5 اپریل کو سینٹ پیٹرزبرگ روس پہنچی,7.122722710132624,11.044795567078939,0.4,0.25,0.4,0.7211538461538463,0,0.7436873316764832,0.8923115134239197,0.8112484216690063
