question,faithfulness,answer_relevancy,context_recall,context_precision,entity_recall
جمہوریہ چین کا خیال تھا کہ غلط فیصلہ تائیوان کو کس دو علاقوں کے ساتھ ایک ہی سطح پر رکھ سکتا ہے۔,0.8003578782081604,0.9236741065979004,0.0,0.0,0.1111111111111111
جاپان میں مظاہرین کو کس نے دبایا؟,0.6488907337188721,0.8071061968803406,0.0,0.0,0.0
پیانگ یانگ مشعل کے راستے پر کتنے لوگوں نے احتجاج کیا؟,0.5901963710784912,0.8382283449172974,0.0,0.0,0.0
جنہوں نے مظاہرین کے خلاف بڑے پیمانے پر جمع کیا؟,0.38899242877960205,0.7377768158912659,0.0,0.0,0.0
Carrefour کا سب سے بڑا حصص دار کون تھا؟,-0.03860596567392349,0.6102789640426636,0.0,0.0,0.0
کیا ہوا کی رفتار مشعل شعلہ اب بھی میل فی گھنٹہ میں روشن رہے گا؟,0.12847459316253662,0.29679661989212036,0.0,0.0,0.1
مشعل کس دھات سے بنائی گئی ہے؟,0.4881618618965149,0.5907913446426392,0.0,0.0,0.1111111111111111
ہوائی جہاز کو کس رنگ سے پینٹ کیا گیا تھا؟,0.33006179332733154,0.5962207317352295,0.0,0.0,0.0
اولمپک مشعل کی شعلہ روشن کرنے کے لیے کیا استعمال کیا جاتا ہے؟,0.3770831823348999,0.7870251536369324,0.0,0.0,0.5555555555555556
اصل اولمپک مقابلوں کا مقام کہاں ہے؟,0.4191993474960327,0.757749080657959,0.0,0.0,0.0
طیارے نے کتنے دن سفر کیا؟,0.3964359164237976,0.7186183333396912,0.0,0.0,0.1111111111111111
ہو چی منہ سٹی اور ہانگ کانگ کے درمیان کیا اسٹاپ ہونا تھا؟,0.6259674429893494,0.8462386131286621,0.0,0.0,0.0
چارٹرڈ طیارہ کس رنگ کا تھا؟,0.21312932670116425,0.5114461183547974,0.0,0.0,0.0
کس کمپنی کا بائیکاٹ کرنے کے لیے کارروائی کی گئی؟,0.45547372102737427,0.8118873238563538,0.0,0.0,0.0
کس جگہ پر پولیس کو مظاہرین کے ساتھ پرتشدد مسائل کا سامنا کرنا پڑا؟,0.3921962082386017,0.7286078333854675,0.0,0.0,0.0
الماتی میں مشعل کو سب سے پہلے کس کو دیا گیا تھا؟,0.31843411922454834,0.653999924659729,0.0,0.0,0.0
اولمپک شعلہ کہاں روشن کیا گیا؟,0.6422330737113953,0.839354395866394,0.0,0.0,0.0
ٹارچ ریلے کو منتظمین نے کیا کہا تھا؟,0.3350159823894501,0.5487949252128601,0.0,0.0,0.0
مشعل ریلے کی تفصیلات کہاں سے معلوم کی گئیں؟,0.6258838176727295,0.34183448553085327,0.0,0.0,0.0
مشعل کس پہاڑ پر لے جایا گیا تھا؟,0.4862125515937805,0.6609158515930176,0.0,0.0,0.0
اولمپک مشعل کہاں روشن کی گئی تھی؟,0.639594554901123,0.707431972026825,0.0,0.0,0.0
اولمپک مشعل کا وزن کتنا ہوتا ہے؟,0.6309596300125122,0.8564479947090149,0.0,0.0,0.5
مشعل کے لیے کس ایندھن کا استعمال کیا جاتا ہے؟,0.41631442308425903,0.9202233552932739,0.0,0.0,0.1
چینی لوگوں سے کہا گیا تھا کہ وہ وطن پرستی کو منظم طریقے سے ظاہر کریں اور کس طریقے سے؟,0.6480262875556946,0.8225589990615845,0.0,0.0,0.0
کون سے کارکنوں کو گرفتار کیا گیا ہے؟,0.15202051401138306,0.6825310587882996,0.0,0.0,0.0
اولمپک مشعل بیجنگ کب پہنچی؟,0.4344649314880371,0.7542433142662048,0.0,0.0,0.0
بیجنگ کے بعد مشعل نے کتنے براعظموں کا دورہ کیا؟,0.5346801280975342,0.821564793586731,0.0,0.0,0.0
کچھ حامیوں اور مظاہرین کے درمیان کیا ہوا تھا؟,0.8233350515365601,0.7429293394088745,0.0,0.0,0.0
ٹارچ استنبول میں کب تھا؟,0.5733129978179932,0.7247120141983032,0.0,0.0,0.0
مشعل روٹ چھ کیا احاطہ کرتا ہے؟,0.39925867319107056,0.40094178915023804,0.0,0.0,0.0
ٹارچ ٹیم کے ساتھ طیارے نے کتنے دن سفر کیا؟,0.3971269130706787,0.7238710522651672,0.0,0.0,0.1111111111111111
نورسلطان نزاربیف کون ہے؟,0.4767090082168579,0.4377903342247009,0.0,0.0,0.16666666666666666
الماتی میں روٹ میڈیو اسٹیڈیم سے کہاں گیا؟,0.16689476370811462,0.39629191160202026,0.0,0.0,0.16666666666666666
سان فرانسسکو میں، مظاہرین سے زیادہ کس کی موجودگی تھی؟,0.7589082717895508,0.885896623134613,0.0,0.0,0.0
سان فرانسسکو مشعل روٹ پر کتنے لوگوں نے احتجاج کیا؟,0.6099252700805664,0.8285517692565918,0.0,0.0,0.0
پہلے کھیلوں سے پہلے مشعل بردار کو کیا تمغہ ملا؟,0.4654654264450073,0.531404972076416,0.0,0.0,0.0
2008 کے کھیلوں کے لئے اولمپک مشعل کس دن روشن کی گئی تھی؟,0.5067746639251709,0.7419077754020691,0.0,0.0,0.0
اولمپک مشعل کس چیز سے بنائی جاتی ہے؟,0.6283632516860962,0.9003215432167053,0.0,0.0,0.6666666666666666
اولمپک مشعل کس تاریخ میں چین میں اپنی منزل پر پہنچی؟,0.5293946266174316,0.7054389715194702,0.0,0.0,0.0
چینی اولمپک مشعل کا ڈیزائن نام کیا تھا؟,0.7157366275787354,0.837435245513916,0.0,0.0,0.5555555555555556
کن واقعات کے لئے مشعل ریلے کا انعقاد نہ کرنے کا فیصلہ کیا گیا تھا؟,0.6395314335823059,0.37757396697998047,0.0,0.0,0.0
اولمپک مشعل پر استعمال ہونے والا چینی ڈیزائن کیا ہے؟,0.7375108599662781,0.8482717275619507,0.0,0.0,0.5555555555555556
فی گھنٹہ انچ میں کتنی بارش کے تحت مشعل روشن رہ سکتی ہے؟,0.08840399980545044,0.36633265018463135,0.0,0.0,0.1111111111111111
ترکی میں کون سے لوگوں نے چین میں رہنے والے اپنے لوگوں کے لئے احتجاج کیا؟,0.7162460088729858,0.7425634860992432,0.0,0.0,0.0
اس ایئر لائن کا نام کیا تھا جس نے اولمپک مشعل کو منتقل کیا تھا؟,0.5101457238197327,0.8817723989486694,0.0,0.0,0.0
اولمپک مشعل کو سب سے پہلے کس نے روشن کیا؟,0.362710177898407,0.6325491666793823,0.0,0.0,0.0
ٹارچ اٹھانے والا پہلا شخص کون تھا؟,0.3419637084007263,0.6488088369369507,0.0,0.0,0.0
ریلے کے مسائل کی وجہ سے، آئی او سی نے فیصلہ کیا کہ آئندہ اولمپکس میں مزید کیا نہیں ہوگا؟,0.49583372473716736,0.5715327262878418,0.0,0.0,0.0
اس عورت کا نام کیا ہے جس نے نئی کھیلوں کے لئے مشعل روشن کی؟,0.2802392244338989,0.7539730668067932,0.0,0.0,0.06666666666666667
ترکی میں مشعل کا ریلے کہاں ختم ہوا؟,0.6701644659042358,0.8209317326545715,0.0,0.0,0.0
اس اشاعت کا نام کیا ہے جس میں چینی لوگوں کو مشورہ دیا گیا تھا کہ وہ حب الوطنی کے بارے میں پرسکون اور عقلی ہوں؟,0.07133409380912781,0.2723768949508667,0.0,0.0,0.0
اولمپک شعلہ کس تاریخ کو روشن کیا گیا تھا؟,0.607387900352478,0.778502345085144,0.0,0.0,0.06666666666666667
اس شہر کا نام کیا ہے جہاں ترکی میں مشعل کی ریلے کا آغاز ہوا؟,0.6481068134307861,0.8130111694335938,0.0,0.0,0.0
کس فرانسیسی کمپنی کا بائیکاٹ کیا جا رہا تھا؟,0.4332996606826782,0.8091855049133301,0.0,0.0,0.0
الماتی میں کس طرح کے کارکنوں کو گرفتار کیا گیا تھا؟,0.20362170040607452,0.7489571571350098,0.0,0.0,0.0
"اس شخص کا نام کیا ہے جس نے مشعل ریلے کے احتجاج کو ""بحران"" کہا؟",0.6202776432037354,0.8202518224716187,0.0,0.0,0.0
مشعل ریلے کے لئے موضوع کیا تھا؟,0.4289776086807251,0.42633485794067383,0.0,0.0,0.0
مظاہرین کے ساتھ کیا ہوا جنہوں نے مشعل لے جانے میں مداخلت کرنے کی کوشش کی؟,0.8200992345809937,0.6980043649673462,0.0,0.0,0.0
اولمپک مشعل کس تاریخ کو روشن کی گئی تھی؟,0.5415182709693909,0.7846357822418213,0.0,0.0,0.0
استنبول میں مشعل کہاں سے شروع ہوئی؟,0.7915170788764954,0.8031299710273743,0.0,0.0,0.0
مستقبل کے اولمپکس کے لئے مشعل ریلے کے ساتھ کیا روک دیا گیا تھا؟,0.5883400440216064,0.7352386713027954,0.0,0.0,0.0
چین اور دنیا کے مابین تاریخی روابط کی علامت کے طور پر مشعل کس سڑک پر تھی؟,0.5323571562767029,0.9011470079421997,0.0,0.0,0.0
کچھ گروہ مشعل کے راستے پر کیا کر رہے تھے جو اولمپکس کی حمایت نہیں کر رہے تھے؟,0.7429952621459961,0.5756591558456421,0.0,0.0,0.0
جنھوں نے سنکیانگ میں اپنے ہم وطنوں کے لئے احتجاج کیا؟,0.7025661468505859,0.6133996844291687,0.0,0.0,0.0
مظاہرین نے کب تبت کو آزاد کرنے کا مطالبہ کیا؟,0.6148560047149658,0.7899664640426636,0.0,0.0,0.11764705882352941
اولمپکس کے کسی بھی مقام پر کس قسم کا جھنڈا پہننے والے کھلاڑیوں کو اولمپکس سے نکالنے کے امکان کا سامنا کرنا پڑا؟,0.4645196199417114,0.7801620960235596,0.0,0.0,0.0
جب اولمپک مشعل کو ہوائی جہاز میں رکھنا ضروری تھا تو کون سا استعمال کیا جاتا تھا؟,0.21181613206863403,0.3743189871311188,0.0,0.0,0.0
بین الاقوامی اولمپک کمیٹی کا صدر کون ہے؟,0.3221134543418884,0.6890757083892822,0.0,0.0,0.0
ٹارچ کو تائیوان سے کتنے کلومیٹر دور جانا تھا؟,0.1629347950220108,0.7724720239639282,0.0,0.0,0.1111111111111111
ٹارچ کے روٹ کی وضاحت کی زبان میں تائیوان کن دو مقامات کے ساتھ برابر نہیں سمجھا جانا چاہتا تھا؟,0.5807667374610901,0.7931405305862427,0.0,0.0,0.1111111111111111
کس کے بارے میں کہا جاتا ہے کہ اس نے دلائی لاما کو پیسے دیئے ہیں؟,0.3832833468914032,0.6019200086593628,0.0,0.0,0.0
دنیا کے کن تین علاقوں میں احتجاجی مظاہروں کی تعداد کم بتائی گئی؟,0.4910171627998352,0.8421967029571533,0.0,0.0,0.0
2008 کے اولمپکس کا نعرہ کیا تھا؟,0.5105695724487305,0.762632429599762,0.0,0.0,0.0
جون 2008 میں کس تقریب کے لئے بین الاقوامی مشعل ریلے منسوخ کر دیا گیا تھا؟,0.32866355776786804,0.4199730157852173,0.0,0.0,0.0
مشعل ریلے کے راستے پر مختلف حملوں کی مذمت کس نے کی؟,0.5079821944236755,0.7624518275260925,0.0,0.0,0.0
استنبول میں مشعل کہاں ختم ہوئی؟,0.6847057938575745,0.9142036437988281,0.0,0.0,0.0
مشعل سینٹ پیٹرزبرگ میں کب پہنچی؟,0.6645174026489258,0.5962073802947998,0.0,0.0,0.4
اولمپک کھیلوں کے شرکاء کے ساتھ کیا ہوسکتا ہے جنہوں نے واقعات میں تبت کا جھنڈا دکھایا؟,0.7036086320877075,0.815706729888916,0.0,0.0,0.0
اس صدر کا نام کیا ہے جو الماتی میں پہلا مشعل بردار تھا؟,0.269096314907074,0.4354132413864136,0.0,0.0,0.0
یونان میں اس اسٹیڈیم کا نام کیا ہے جہاں مشعل لے جایا گیا تھا؟,0.3875965476036072,0.5496073365211487,0.0,0.0,0.0
اولمپک مشعل کتنے میل تک پہنچائی گئی؟,0.4615303575992584,0.7229040861129761,0.0,0.0,0.0
مشعل ریلے کے منتظمین نے اسے کیا کہا؟,0.4034443497657776,0.6157458424568176,0.0,0.0,0.0
اولمپک کھیلوں سے پہلے اولمپک مشعل اٹھانے کی روایت کب شروع ہوئی؟,0.621422290802002,0.7795389890670776,0.0,0.0,0.0
مشعل ریلے کے لئے موضوع کیا تھا؟,0.4289776086807251,0.42633485794067383,0.0,0.0,0.0
حفاظت کے لیے راستے میں مشعل کس نے بجھا دی؟,0.24169063568115234,0.6969089508056641,0.0,0.0,0.0
مشعل کس پہاڑ پر لے جایا گیا تھا؟,0.4862125515937805,0.6609158515930176,0.0,0.0,0.0
جاپان میں مظاہرین کو کس نے دبایا؟,0.6488907337188721,0.8071061968803406,0.0,0.0,0.0
وزیر داخلہ کون تھا؟,0.31402039527893066,0.6346526145935059,0.0,0.0,0.0
کن واقعات کے لئے مشعل ریلے کا انعقاد نہ کرنے کا فیصلہ کیا گیا تھا؟,0.702221155166626,0.4929656386375427,0.0,0.0,0.0
اولمپک مشعل پر استعمال ہونے والا چینی ڈیزائن کیا ہے؟,0.7375108599662781,0.8482717275619507,0.0,0.0,0.5555555555555556
فی گھنٹہ انچ میں کتنی بارش کے تحت مشعل روشن رہ سکتی ہے؟,0.19182175397872925,0.5295524001121521,0.0,0.0,0.1111111111111111
کس نے کہا کہ مشعل ریلے ختم کیا جائے؟,0.34210556745529175,0.6106868386268616,0.0,0.0,0.0
اس ایئر لائن کا نام کیا تھا جس نے اولمپک مشعل کو منتقل کیا تھا؟,0.5101457238197327,0.8817723989486694,0.0,0.0,0.0
یہ کب فیصلہ کیا گیا تھا کہ ایئر چائنا سرکاری مشعل بردار ہوگا؟,0.11388763785362244,0.11039842665195465,0.0,0.0,0.0
جمہوریہ چین کا خیال تھا کہ غلط فیصلہ تائیوان کو کس دو علاقوں کے ساتھ ایک ہی سطح پر رکھ سکتا ہے۔,0.8003578782081604,0.9236741065979004,0.0,0.0,0.1111111111111111
2008 کے اولمپکس کے لئے پہلے مشعل بردار کا نام کیا ہے؟,0.35476943850517273,0.4833916425704956,0.0,0.0,0.0
چینی لوگوں سے کہا گیا تھا کہ وہ وطن پرستی کو منظم طریقے سے ظاہر کریں اور کس طریقے سے؟,0.6937011480331421,0.8837047815322876,0.0,0.0,0.0
کہاں مخالف مظاہرین چینی جھنڈوں کے ساتھ ایک Carrefour کی دکان میں داخل ہونے سے روک دیا گیا تھا؟,0.5241765379905701,0.6695340871810913,0.0,0.0,0.0
کون سے کارکنوں کو گرفتار کیا گیا ہے؟,0.15202051401138306,0.6825310587882996,0.0,0.0,0.0
کس نے سٹی ہال کی کھڑکی سے تبت کا جھنڈا پھینک دیا؟,0.34957653284072876,0.6108987331390381,0.0,0.0,0.0
روس میں ریلے کے لئے آخری مقام کیا تھا؟,0.4279021620750427,0.8497298955917358,0.0,0.0,0.0
لندن کے راستے کے لئے مشعل کو تھامنے والا پہلا شخص کون تھا؟,0.41156846284866333,0.8581264019012451,0.0,0.0,0.0
جب مشعل ان کے پاس سے گزری تو ایم پیز نے کیا چیخیں؟,0.08780667185783386,0.40652868151664734,0.0,0.0,0.0
مشعل کو لے جانے کی کوشش کہاں کی گئی تھی؟,0.24289174377918243,0.7253666520118713,0.0,0.0,0.0
کون ایک احتجاج بینر لٹکانے کے لئے ایفل ٹاور پر چڑھ گیا؟,0.4434126019477844,0.7525516748428345,0.0,0.0,0.0
جب ریلے گزر رہا تھا تو پارلیمنٹ کے ارکان نے کیا چیخیں ماریں؟,0.44703203439712524,0.8310205936431885,0.0,0.0,0.0
ایفل ٹاور سے کیا لٹکا ہوا تھا؟,0.6443461179733276,0.6275458335876465,0.0,0.0,0.0
اس شخص کا نام کیا ہے جس نے ریاستہائے متحدہ امریکہ کے 2008 اولمپک ریلے میں مشعل بردار کو مشعل سونپی؟,0.5428515672683716,0.6514783501625061,0.0,0.0,0.0
ریاستہائے متحدہ میں ریلے کی تاریخ کیا تھی؟,0.5076897144317627,0.47438541054725647,0.0,0.0,0.0
کتنے حامیوں کو برج اسٹنٹ کے لئے الزامات کا سامنا کرنا پڑتا ہے؟,0.4193538427352905,0.7468914985656738,0.0,0.0,0.0
مشعل لے جانے والے معذور کا نام کیا ہے؟,0.1941491663455963,0.5942507982254028,0.0,0.0,0.0
بیجنگ کے بعد مشعل نے کتنے براعظموں کا دورہ کیا؟,0.5346801280975342,0.821564793586731,0.0,0.0,0.0
اولمپک مشعل بیجنگ کب پہنچی؟,0.5774728655815125,0.6968348026275635,0.0,0.0,0.0
جنہوں نے مظاہرین کے خلاف بڑے پیمانے پر جمع کیا؟,0.38899242877960205,0.7377768158912659,0.0,0.0,0.0
2008 کے اولمپکس کا نعرہ کیا تھا؟,0.5105695724487305,0.762632429599762,0.0,0.0,0.0
چینی اولمپک مشعل کا ڈیزائن نام کیا تھا؟,0.7157366275787354,0.837435245513916,0.0,0.0,0.5555555555555556
جون 2008 میں کس تقریب کے لئے بین الاقوامی مشعل ریلے منسوخ کر دیا گیا تھا؟,0.32866355776786804,0.4199730157852173,0.0,0.0,0.0
ٹارچ ٹیم نے کس قسم کے طیارے میں سفر کیا؟,0.4669916331768036,0.7777591943740845,0.0,0.0,0.0
فرانسیسی قانون نافذ کرنے والے اداروں نے مظاہرین سے کیا لیا؟,0.42718565464019775,0.8424137234687805,0.0,0.0,0.0
جنھوں نے سنکیانگ میں اپنے ہم وطنوں کے لئے احتجاج کیا؟,0.7025661468505859,0.6133996844291687,0.0,0.0,0.0
قازقستان میں روٹ کے لئے کلومیٹر میں فاصلہ کیا تھا؟,0.3959885239601135,0.6553446054458618,0.0,0.0,0.16666666666666666
کون ای میلز اسے مشعل ریلے بائیکاٹ کرنے کے لئے پوچھ رہا ہے مل گیا؟,0.6458591222763062,0.684596061706543,0.0,0.0,0.0
کس اشاعت میں چینی لوگوں سے مطالبہ کیا گیا تھا کہ وہ احتجاج اور مظاہروں کی وجہ سے منظم اور قانونی ہوں؟,0.739356517791748,0.8184933662414551,0.0,0.0,0.0
ٹروکیڈرو احتجاج میں سے کس نے میڈیا سے بات کی؟,0.2553102970123291,0.5253722667694092,0.0,0.0,0.0
بغیر سرحدوں کے رپورٹرز نے اس پر احتجاج کا بینر لگانے کے لئے کتنا پیمانہ کیا؟,0.37827107310295105,0.7202339768409729,0.0,0.0,0.0
امریکی اولمپک کمیٹی کا سربراہ کون تھا؟,0.5136935710906982,0.7328410148620605,0.0,0.0,0.0
سینٹ پیٹرزبرگ میں مشعل کا راستہ کہاں ختم ہوا؟,0.2023184895515442,0.38329413533210754,0.0,0.0,0.0
سان فرانسسکو مشعل روٹ پر کتنے لوگوں نے احتجاج کیا؟,0.6099252700805664,0.8285517692565918,0.0,0.0,0.0
2008 کے کھیلوں کے لئے اولمپک مشعل کس دن روشن کی گئی تھی؟,0.5067746639251709,0.7419077754020691,0.0,0.0,0.0
اولمپک مشعل کا وزن کتنا ہوتا ہے؟,0.6309596300125122,0.8564479947090149,0.0,0.0,0.5
"اس شخص کا نام کیا ہے جس نے مشعل ریلے کے احتجاج کو ""بحران"" کہا؟",0.6406991481781006,0.8927583694458008,0.0,0.0,0.0
مشعل پہلی بار کس ملک میں پہنچی؟,0.6162183880805969,0.6849293112754822,0.0,0.0,0.14285714285714285
الماتی میں کس طرح کے کارکنوں کو گرفتار کیا گیا تھا؟,0.20362170040607452,0.7489571571350098,0.0,0.0,0.0
کس تنظیم نے کئی مظاہروں کا منصوبہ بنایا؟,0.4897429049015045,0.5997312068939209,0.0,0.0,0.0
مشعل کا شعلہ اس وقت بجھ گیا جب ڈیوڈ ڈوئلیٹ اسے کس کے حوالے کرنے کے لئے تیار تھا؟,0.3048734664916992,0.7919107675552368,0.0,0.0,0.0
چارٹرڈ طیارہ کس رنگ کا تھا؟,0.21312932670116425,0.5114461183547974,0.0,0.0,0.0
مستقبل کے اولمپکس کے لئے مشعل ریلے کے ساتھ کیا روک دیا گیا تھا؟,0.5883400440216064,0.7352386713027954,0.0,0.0,0.0
احتجاج کی رکاوٹوں کی وجہ سے کیا روک دیا گیا تھا؟,0.4646872282028198,0.5369135141372681,0.0,0.0,0.0
اولمپک مشعل کس تاریخ میں چین میں اپنی منزل پر پہنچی؟,0.5376944541931152,0.6598490476608276,0.0,0.0,0.0
کچھ مظاہرین نے کیا جلا دیا؟,0.5743346214294434,0.6927439570426941,0.0,0.0,0.0
اولمپک کھیلوں کے شرکاء کے ساتھ کیا ہوسکتا ہے جنہوں نے واقعات میں تبت کا جھنڈا دکھایا؟,0.6673194766044617,0.7823832035064697,0.0,0.0,0.0
کس کمپنی کا بائیکاٹ کرنے کے لیے کارروائی کی گئی؟,0.45547372102737427,0.8118873238563538,0.0,0.0,0.0
یونان میں اس اسٹیڈیم کا نام کیا ہے جہاں مشعل لے جایا گیا تھا؟,0.3875965476036072,0.5496073365211487,0.0,0.0,0.0
اولمپک مشعل کو سب سے پہلے کس نے روشن کیا؟,0.35738372802734375,0.5560686588287354,0.0,0.0,0.0
مظاہرین نے کب تبت کو آزاد کرنے کا مطالبہ کیا؟,0.6148560047149658,0.7899664640426636,0.0,0.0,0.11764705882352941
چینی حکومت نے بائیکاٹ کی صورتحال کو کم کرنے کے لئے کس طریقہ کار کا استعمال کیا؟,0.7268344163894653,0.8261686563491821,0.0,0.0,0.0
اولمپک شعلہ کس تاریخ کو روشن کیا گیا تھا؟,0.5252454876899719,0.8114811778068542,0.0,0.0,0.06666666666666667
نورسلطان نزاربیف کون ہے؟,0.4767090082168579,0.4377903342247009,0.0,0.0,0.16666666666666666
اس اشاعت کا نام کیا ہے جس میں چینی لوگوں کو مشورہ دیا گیا تھا کہ وہ حب الوطنی کے بارے میں پرسکون اور عقلی ہوں؟,0.6795176267623901,0.9640752673149109,0.0,0.0,0.0
اس صدر کا نام کیا ہے جو الماتی میں پہلا مشعل بردار تھا؟,0.2864148020744324,0.4552367925643921,0.0,0.0,0.0
مشعل روٹ چھ کیا احاطہ کرتا ہے؟,0.39925867319107056,0.40094178915023804,0.0,0.0,0.0
مظاہرین کے ساتھ کیا ہوا جنہوں نے مشعل لے جانے میں مداخلت کرنے کی کوشش کی؟,0.8857975006103516,0.7498345375061035,0.0,0.0,0.0
3 اپریل کو اولمپک مشعل کس شہر میں تھی؟,0.5357314944267273,0.6884691119194031,0.0,0.0,0.0
روس میں ریلے کے لئے پہلا اسٹاپ کہاں تھا؟,0.4268333911895752,0.7164431810379028,0.0,0.0,0.0
مشعل سینٹ پیٹرزبرگ میں کب پہنچی؟,0.6645174026489258,0.5962073802947998,0.0,0.0,0.4
2012 میں اولمپکس کا انعقاد کس شہر میں ہوا؟,0.2741893529891968,0.6517136096954346,0.0,0.0,0.0
لندن کے راستے میں کتنے مشعل برداروں نے حصہ لیا؟,0.4477340579032898,0.7303152680397034,0.0,0.0,0.0
فرانس میں کتنے پولیس اہلکاروں نے مشعل کی حفاظت کی تھی؟,0.35500121116638184,0.8367136716842651,0.0,0.0,0.0
ٹارچ استنبول میں کب تھا؟,0.5733129978179932,0.7247120141983032,0.0,0.0,0.0
ٹارچ ریلے کے لئے پیرس کا روٹ کہاں سے شروع ہوا؟,0.33113959431648254,0.5978492498397827,0.0,0.0,0.0
پیرس میں شہر میں مشعل ریلے کا آغاز کہاں سے ہوا تھا؟,0.33754056692123413,0.7773995399475098,0.0,0.0,0.0
مشعل کے حامل ایک گودام میں غائب ہونے کے بعد، ریلے کس سڑک پر دوبارہ ظاہر ہوا؟,0.3518080711364746,0.8890246152877808,0.0,0.0,0.0
انگلینڈ میں کون سے دو لوگوں نے مشعل اٹھانے سے انکار کر دیا؟,0.24690411984920502,0.5186295509338379,0.0,0.0,0.06666666666666667
چین میں اظہار رائے کی آزادی کی کمی کے بارے میں میڈیا سے کس نے بات کی؟,0.7272100448608398,0.8709080815315247,0.0,0.0,0.0
نسلی چینی معذور مشعل بردار کو کیا کہتے تھے؟,0.17929565906524658,0.3813944458961487,0.0,0.0,0.0
ایک کھلاڑی کی طرف سے اٹھائے جانے کے بجائے، مشعل پیرس میں اپنے راستے کو کیسے ختم کرتی ہے؟,0.4243161678314209,0.6799680590629578,0.0,0.0,0.0
مشعل نے کتنے براعظموں کا دورہ کیا؟,0.48178356885910034,0.8039337992668152,0.0,0.0,0.0
فرانس کے تمام سیاسی دھڑوں نے کس چیز کو عارضی طور پر روکنے کی درخواست کی؟,0.6533617973327637,0.7110024690628052,0.0,0.0,0.0
تبتی جھنڈا کہاں رکھا جا سکتا تھا؟,0.23199597001075745,0.26555728912353516,0.0,0.0,0.0
سان فرانسسکو میں مشعل ریلے کے لئے ایک عارضی اختتامی تقریب کہاں منعقد کی گئی تھی؟,0.5320065021514893,0.7154825925827026,0.0,0.0,0.0
سیاسی جماعتوں نے مختصر وقفے کے لئے کیا درخواست کی؟,0.8155704736709595,0.6607385873794556,0.0,0.0,0.0
چین اور تبت میں کس چیز پر تشویش تھی؟,0.7349340915679932,0.733825147151947,0.0,0.0,0.0
ٹارچ سان فرانسسکو میں کس دن پہنچا؟,0.474048376083374,0.7596502304077148,0.0,0.0,0.0
اس مقام کا نام کیا ہے جہاں ریلے کا اختتام منسوخ کر دیا گیا تھا؟,0.5181300640106201,0.10992809385061264,0.0,0.0,0.0
اس بینر پر کیا متن تھا جو سیاستدانوں نے باہر کھول دیا تھا؟,0.30647027492523193,0.5676079392433167,0.0,0.0,0.0
بیونس آئرس کا میئر کون تھا؟,0.2805596888065338,0.8322805166244507,0.0,0.0,0.0
اس عورت کا نام کیا ہے جس نے نئی کھیلوں کے لئے مشعل روشن کی؟,0.19088907539844513,0.7826882600784302,0.0,0.0,0.06666666666666667
