question,faithfulness,answer_relevancy,context_recall,context_precision,entity_recall
ترکی میں کون سے لوگوں نے چین میں رہنے والے اپنے لوگوں کے لئے احتجاج کیا؟,0.8612592220306396,0.9326215982437134,0.0,0.0,0.0
اس ایئر لائن کا نام کیا تھا جس نے اولمپک مشعل کو منتقل کیا تھا؟,0.8312627077102661,0.9043446779251099,0.0,0.0,0.0
اولمپک مشعل کو سب سے پہلے کس نے روشن کیا؟,0.8733436465263367,0.9171159267425537,0.0,0.0,0.0
ٹارچ اٹھانے والا پہلا شخص کون تھا؟,0.8212945461273193,0.9089620113372803,0.0,0.0,0.0
ریلے کے مسائل کی وجہ سے، آئی او سی نے فیصلہ کیا کہ آئندہ اولمپکس میں مزید کیا نہیں ہوگا؟,0.8745127320289612,0.9280548095703125,0.0,0.0,0.0
اس عورت کا نام کیا ہے جس نے نئی کھیلوں کے لئے مشعل روشن کی؟,0.8334537148475647,0.9299301505088806,0.0,0.0,0.06666666666666667
ترکی میں مشعل کا ریلے کہاں ختم ہوا؟,0.8706018924713135,0.9303473830223083,0.0,0.0,0.0
اس اشاعت کا نام کیا ہے جس میں چینی لوگوں کو مشورہ دیا گیا تھا کہ وہ حب الوطنی کے بارے میں پرسکون اور عقلی ہوں؟,0.772559404373169,0.7946723103523254,0.0,0.0,0.0
اولمپک شعلہ کس تاریخ کو روشن کیا گیا تھا؟,0.8486832976341248,0.8866173624992371,0.0,0.0,0.06666666666666667
اس شہر کا نام کیا ہے جہاں ترکی میں مشعل کی ریلے کا آغاز ہوا؟,0.8743640780448914,0.9299893379211426,0.0,0.0,0.0
کس فرانسیسی کمپنی کا بائیکاٹ کیا جا رہا تھا؟,0.8550351858139038,0.9100067019462585,0.0,0.0,0.0
الماتی میں کس طرح کے کارکنوں کو گرفتار کیا گیا تھا؟,0.8343489170074463,0.9277251958847046,0.0,0.0,0.0
"اس شخص کا نام کیا ہے جس نے مشعل ریلے کے احتجاج کو ""بحران"" کہا؟",0.7941197156906128,0.8973634243011475,0.0,0.0,0.0
مشعل ریلے کے لئے موضوع کیا تھا؟,0.8573489189147949,0.8873896598815918,0.0,0.0,0.0
مظاہرین کے ساتھ کیا ہوا جنہوں نے مشعل لے جانے میں مداخلت کرنے کی کوشش کی؟,0.9209520816802979,0.8843446969985962,0.0,0.0,0.0
اولمپک مشعل کس تاریخ کو روشن کی گئی تھی؟,0.8565648794174194,0.8848612308502197,0.0,0.0,0.0
استنبول میں مشعل کہاں سے شروع ہوئی؟,0.8750342726707458,0.8781710863113403,0.0,0.0,0.0
مستقبل کے اولمپکس کے لئے مشعل ریلے کے ساتھ کیا روک دیا گیا تھا؟,0.9010775089263916,0.9291633367538452,0.0,0.0,0.0
چین اور دنیا کے مابین تاریخی روابط کی علامت کے طور پر مشعل کس سڑک پر تھی؟,0.8450874090194702,0.9348316192626953,0.0,0.0,0.0
کچھ گروہ مشعل کے راستے پر کیا کر رہے تھے جو اولمپکس کی حمایت نہیں کر رہے تھے؟,0.895697832107544,0.8577091693878174,0.0,0.0,0.0
جنھوں نے سنکیانگ میں اپنے ہم وطنوں کے لئے احتجاج کیا؟,0.8620940446853638,0.9082746505737305,0.0,0.0,0.0
مظاہرین نے کب تبت کو آزاد کرنے کا مطالبہ کیا؟,0.8633952140808105,0.9220402240753174,0.0,0.0,0.11764705882352941
اولمپکس کے کسی بھی مقام پر کس قسم کا جھنڈا پہننے والے کھلاڑیوں کو اولمپکس سے نکالنے کے امکان کا سامنا کرنا پڑا؟,0.8497009873390198,0.9462182521820068,0.0,0.0,0.0
جب اولمپک مشعل کو ہوائی جہاز میں رکھنا ضروری تھا تو کون سا استعمال کیا جاتا تھا؟,0.7765132188796997,0.8414283990859985,0.0,0.0,0.0
بین الاقوامی اولمپک کمیٹی کا صدر کون ہے؟,0.8232700824737549,0.8940786719322205,0.0,0.0,0.0
ٹارچ کو تائیوان سے کتنے کلومیٹر دور جانا تھا؟,0.8243136405944824,0.9438794255256653,0.0,0.0,0.1111111111111111
ٹارچ کے روٹ کی وضاحت کی زبان میں تائیوان کن دو مقامات کے ساتھ برابر نہیں سمجھا جانا چاہتا تھا؟,0.8420038223266602,0.9353163242340088,0.0,0.0,0.1111111111111111
کس کے بارے میں کہا جاتا ہے کہ اس نے دلائی لاما کو پیسے دیئے ہیں؟,0.8211258053779602,0.9136531352996826,0.0,0.0,0.0
دنیا کے کن تین علاقوں میں احتجاجی مظاہروں کی تعداد کم بتائی گئی؟,0.836712121963501,0.9101544618606567,0.0,0.0,0.0
2008 کے اولمپکس کا نعرہ کیا تھا؟,0.8308953046798706,0.9156286716461182,0.0,0.0,0.0
جون 2008 میں کس تقریب کے لئے بین الاقوامی مشعل ریلے منسوخ کر دیا گیا تھا؟,0.8680210113525391,0.8636759519577026,0.0,0.0,0.0
مشعل ریلے کے راستے پر مختلف حملوں کی مذمت کس نے کی؟,0.8050216436386108,0.8935568928718567,0.0,0.0,0.0
استنبول میں مشعل کہاں ختم ہوئی؟,0.8545118570327759,0.9123860001564026,0.0,0.0,0.0
مشعل سینٹ پیٹرزبرگ میں کب پہنچی؟,0.8461282253265381,0.9054659605026245,0.0,0.0,0.4
اولمپک کھیلوں کے شرکاء کے ساتھ کیا ہوسکتا ہے جنہوں نے واقعات میں تبت کا جھنڈا دکھایا؟,0.890920102596283,0.8949836492538452,0.0,0.0,0.0
اس صدر کا نام کیا ہے جو الماتی میں پہلا مشعل بردار تھا؟,0.7778290510177612,0.8785524368286133,0.0,0.0,0.0
یونان میں اس اسٹیڈیم کا نام کیا ہے جہاں مشعل لے جایا گیا تھا؟,0.782738983631134,0.8065952062606812,0.0,0.0,0.0
اولمپک مشعل کتنے میل تک پہنچائی گئی؟,0.8678908348083496,0.9300425052642822,0.0,0.0,0.0
مشعل ریلے کے منتظمین نے اسے کیا کہا؟,0.8295948505401611,0.8864240050315857,0.0,0.0,0.0
اولمپک کھیلوں سے پہلے اولمپک مشعل اٹھانے کی روایت کب شروع ہوئی؟,0.8617871999740601,0.9191350936889648,0.0,0.0,0.0
مشعل ریلے کے لئے موضوع کیا تھا؟,0.8573489189147949,0.8873896598815918,0.0,0.0,0.0
حفاظت کے لیے راستے میں مشعل کس نے بجھا دی؟,0.7954380512237549,0.8740473389625549,0.0,0.0,0.0
مشعل کس پہاڑ پر لے جایا گیا تھا؟,0.8387970924377441,0.9072426557540894,0.0,0.0,0.0
جاپان میں مظاہرین کو کس نے دبایا؟,0.8279423713684082,0.9072798490524292,0.0,0.0,0.0
وزیر داخلہ کون تھا؟,0.8506345748901367,0.8626900911331177,0.0,0.0,0.0
کن واقعات کے لئے مشعل ریلے کا انعقاد نہ کرنے کا فیصلہ کیا گیا تھا؟,0.8847402334213257,0.9002575874328613,0.0,0.0,0.0
اولمپک مشعل پر استعمال ہونے والا چینی ڈیزائن کیا ہے؟,0.895865797996521,0.9231829643249512,0.0,0.0,0.5555555555555556
فی گھنٹہ انچ میں کتنی بارش کے تحت مشعل روشن رہ سکتی ہے؟,0.8233946561813354,0.8980300426483154,0.0,0.0,0.1111111111111111
کس نے کہا کہ مشعل ریلے ختم کیا جائے؟,0.7835009098052979,0.8608379364013672,0.0,0.0,0.0
اس ایئر لائن کا نام کیا تھا جس نے اولمپک مشعل کو منتقل کیا تھا؟,0.8312627077102661,0.9043446779251099,0.0,0.0,0.0
یہ کب فیصلہ کیا گیا تھا کہ ایئر چائنا سرکاری مشعل بردار ہوگا؟,0.7634540796279907,0.7534416317939758,0.0,0.0,0.0
جمہوریہ چین کا خیال تھا کہ غلط فیصلہ تائیوان کو کس دو علاقوں کے ساتھ ایک ہی سطح پر رکھ سکتا ہے۔,0.8611325025558472,0.9633065462112427,0.0,0.0,0.1111111111111111
2008 کے اولمپکس کے لئے پہلے مشعل بردار کا نام کیا ہے؟,0.8408780097961426,0.8611350059509277,0.0,0.0,0.0
چینی لوگوں سے کہا گیا تھا کہ وہ وطن پرستی کو منظم طریقے سے ظاہر کریں اور کس طریقے سے؟,0.8360425233840942,0.9265874624252319,0.0,0.0,0.0
کہاں مخالف مظاہرین چینی جھنڈوں کے ساتھ ایک Carrefour کی دکان میں داخل ہونے سے روک دیا گیا تھا؟,0.8535940051078796,0.9309657216072083,0.0,0.0,0.0
کون سے کارکنوں کو گرفتار کیا گیا ہے؟,0.8385887145996094,0.9121379256248474,0.0,0.0,0.0
کس نے سٹی ہال کی کھڑکی سے تبت کا جھنڈا پھینک دیا؟,0.8329094648361206,0.8832255601882935,0.0,0.0,0.0
روس میں ریلے کے لئے آخری مقام کیا تھا؟,0.8097838163375854,0.8950445652008057,0.0,0.0,0.0
لندن کے راستے کے لئے مشعل کو تھامنے والا پہلا شخص کون تھا؟,0.8137222528457642,0.9050477147102356,0.0,0.0,0.0
جب مشعل ان کے پاس سے گزری تو ایم پیز نے کیا چیخیں؟,0.7675168514251709,0.824851393699646,0.0,0.0,0.0
مشعل کو لے جانے کی کوشش کہاں کی گئی تھی؟,0.8187158107757568,0.9015876054763794,0.0,0.0,0.0
کون ایک احتجاج بینر لٹکانے کے لئے ایفل ٹاور پر چڑھ گیا؟,0.8658084869384766,0.926133394241333,0.0,0.0,0.0
جب ریلے گزر رہا تھا تو پارلیمنٹ کے ارکان نے کیا چیخیں ماریں؟,0.8424126505851746,0.902073860168457,0.0,0.0,0.0
ایفل ٹاور سے کیا لٹکا ہوا تھا؟,0.8413678407669067,0.8873355388641357,0.0,0.0,0.0
اس شخص کا نام کیا ہے جس نے ریاستہائے متحدہ امریکہ کے 2008 اولمپک ریلے میں مشعل بردار کو مشعل سونپی؟,0.8681780695915222,0.9271572232246399,0.0,0.0,0.0
ریاستہائے متحدہ میں ریلے کی تاریخ کیا تھی؟,0.8372962474822998,0.8976782560348511,0.0,0.0,0.0
کتنے حامیوں کو برج اسٹنٹ کے لئے الزامات کا سامنا کرنا پڑتا ہے؟,0.8144693970680237,0.9340922832489014,0.0,0.0,0.0
مشعل لے جانے والے معذور کا نام کیا ہے؟,0.787691593170166,0.8935630917549133,0.0,0.0,0.0
بیجنگ کے بعد مشعل نے کتنے براعظموں کا دورہ کیا؟,0.849351704120636,0.926974892616272,0.0,0.0,0.0
اولمپک مشعل بیجنگ کب پہنچی؟,0.8808859586715698,0.8751896619796753,0.0,0.0,0.0
جنہوں نے مظاہرین کے خلاف بڑے پیمانے پر جمع کیا؟,0.7857574224472046,0.9231697916984558,0.0,0.0,0.0
2008 کے اولمپکس کا نعرہ کیا تھا؟,0.8308953046798706,0.9156286716461182,0.0,0.0,0.0
چینی اولمپک مشعل کا ڈیزائن نام کیا تھا؟,0.8886964321136475,0.9173235893249512,0.0,0.0,0.5555555555555556
جون 2008 میں کس تقریب کے لئے بین الاقوامی مشعل ریلے منسوخ کر دیا گیا تھا؟,0.8680210113525391,0.8636759519577026,0.0,0.0,0.0
ٹارچ ٹیم نے کس قسم کے طیارے میں سفر کیا؟,0.8229612708091736,0.8736258745193481,0.0,0.0,0.0
فرانسیسی قانون نافذ کرنے والے اداروں نے مظاہرین سے کیا لیا؟,0.8543212413787842,0.8890668153762817,0.0,0.0,0.0
جنھوں نے سنکیانگ میں اپنے ہم وطنوں کے لئے احتجاج کیا؟,0.8620940446853638,0.9082746505737305,0.0,0.0,0.0
قازقستان میں روٹ کے لئے کلومیٹر میں فاصلہ کیا تھا؟,0.8554668426513672,0.9350975751876831,0.0,0.0,0.16666666666666666
کون ای میلز اسے مشعل ریلے بائیکاٹ کرنے کے لئے پوچھ رہا ہے مل گیا؟,0.8465628623962402,0.8728384375572205,0.0,0.0,0.0
کس اشاعت میں چینی لوگوں سے مطالبہ کیا گیا تھا کہ وہ احتجاج اور مظاہروں کی وجہ سے منظم اور قانونی ہوں؟,0.8389657735824585,0.9243311285972595,0.0,0.0,0.0
ٹروکیڈرو احتجاج میں سے کس نے میڈیا سے بات کی؟,0.7938663959503174,0.875822901725769,0.0,0.0,0.0
بغیر سرحدوں کے رپورٹرز نے اس پر احتجاج کا بینر لگانے کے لئے کتنا پیمانہ کیا؟,0.8664630651473999,0.9024989604949951,0.0,0.0,0.0
امریکی اولمپک کمیٹی کا سربراہ کون تھا؟,0.860840916633606,0.9261491894721985,0.0,0.0,0.0
سینٹ پیٹرزبرگ میں مشعل کا راستہ کہاں ختم ہوا؟,0.8110617399215698,0.9011677503585815,0.0,0.0,0.0
سان فرانسسکو مشعل روٹ پر کتنے لوگوں نے احتجاج کیا؟,0.8372993469238281,0.8801144361495972,0.0,0.0,0.0
2008 کے کھیلوں کے لئے اولمپک مشعل کس دن روشن کی گئی تھی؟,0.8761343359947205,0.9394382238388062,0.0,0.0,0.0
اولمپک مشعل کا وزن کتنا ہوتا ہے؟,0.8754283785820007,0.9515875577926636,0.0,0.0,0.5
"اس شخص کا نام کیا ہے جس نے مشعل ریلے کے احتجاج کو ""بحران"" کہا؟",0.7996847629547119,0.9046939611434937,0.0,0.0,0.0
مشعل پہلی بار کس ملک میں پہنچی؟,0.8555254936218262,0.9039696455001831,0.0,0.0,0.14285714285714285
الماتی میں کس طرح کے کارکنوں کو گرفتار کیا گیا تھا؟,0.8343489170074463,0.9277251958847046,0.0,0.0,0.0
کس تنظیم نے کئی مظاہروں کا منصوبہ بنایا؟,0.7995082139968872,0.8815160989761353,0.0,0.0,0.0
مشعل کا شعلہ اس وقت بجھ گیا جب ڈیوڈ ڈوئلیٹ اسے کس کے حوالے کرنے کے لئے تیار تھا؟,0.8423846960067749,0.9262690544128418,0.0,0.0,0.0
چارٹرڈ طیارہ کس رنگ کا تھا؟,0.8015064001083374,0.882588267326355,0.0,0.0,0.0
مستقبل کے اولمپکس کے لئے مشعل ریلے کے ساتھ کیا روک دیا گیا تھا؟,0.9010775089263916,0.9291633367538452,0.0,0.0,0.0
احتجاج کی رکاوٹوں کی وجہ سے کیا روک دیا گیا تھا؟,0.8505840301513672,0.8994086384773254,0.0,0.0,0.0
اولمپک مشعل کس تاریخ میں چین میں اپنی منزل پر پہنچی؟,0.8236690759658813,0.890026330947876,0.0,0.0,0.0
کچھ مظاہرین نے کیا جلا دیا؟,0.8634259104728699,0.8905624747276306,0.0,0.0,0.0
اولمپک کھیلوں کے شرکاء کے ساتھ کیا ہوسکتا ہے جنہوں نے واقعات میں تبت کا جھنڈا دکھایا؟,0.8648359775543213,0.9046919345855713,0.0,0.0,0.0
کس کمپنی کا بائیکاٹ کرنے کے لیے کارروائی کی گئی؟,0.832561194896698,0.8868057131767273,0.0,0.0,0.0
یونان میں اس اسٹیڈیم کا نام کیا ہے جہاں مشعل لے جایا گیا تھا؟,0.782738983631134,0.8065952062606812,0.0,0.0,0.0
اولمپک مشعل کو سب سے پہلے کس نے روشن کیا؟,0.8897818326950073,0.906294584274292,0.0,0.0,0.0
مظاہرین نے کب تبت کو آزاد کرنے کا مطالبہ کیا؟,0.8633952140808105,0.9220402240753174,0.0,0.0,0.11764705882352941
چینی حکومت نے بائیکاٹ کی صورتحال کو کم کرنے کے لئے کس طریقہ کار کا استعمال کیا؟,0.8891600966453552,0.8675000667572021,0.0,0.0,0.0
اولمپک شعلہ کس تاریخ کو روشن کیا گیا تھا؟,0.8386883735656738,0.8971498012542725,0.0,0.0,0.06666666666666667
نورسلطان نزاربیف کون ہے؟,0.8417569398880005,0.9091737270355225,0.0,0.0,0.16666666666666666
اس اشاعت کا نام کیا ہے جس میں چینی لوگوں کو مشورہ دیا گیا تھا کہ وہ حب الوطنی کے بارے میں پرسکون اور عقلی ہوں؟,0.8220220804214478,0.9432438611984253,0.0,0.0,0.0
اس صدر کا نام کیا ہے جو الماتی میں پہلا مشعل بردار تھا؟,0.777658998966217,0.8804129362106323,0.0,0.0,0.0
مشعل روٹ چھ کیا احاطہ کرتا ہے؟,0.789252758026123,0.8438785076141357,0.0,0.0,0.0
مظاہرین کے ساتھ کیا ہوا جنہوں نے مشعل لے جانے میں مداخلت کرنے کی کوشش کی؟,0.8993255496025085,0.9055737257003784,0.0,0.0,0.0
3 اپریل کو اولمپک مشعل کس شہر میں تھی؟,0.8647822141647339,0.9264973402023315,0.0,0.0,0.0
روس میں ریلے کے لئے پہلا اسٹاپ کہاں تھا؟,0.8268043398857117,0.9136512279510498,0.0,0.0,0.0
مشعل سینٹ پیٹرزبرگ میں کب پہنچی؟,0.8461282253265381,0.9054659605026245,0.0,0.0,0.4
2012 میں اولمپکس کا انعقاد کس شہر میں ہوا؟,0.8183515071868896,0.8915854692459106,0.0,0.0,0.0
لندن کے راستے میں کتنے مشعل برداروں نے حصہ لیا؟,0.8521531820297241,0.9269517660140991,0.0,0.0,0.0
فرانس میں کتنے پولیس اہلکاروں نے مشعل کی حفاظت کی تھی؟,0.847519040107727,0.911150336265564,0.0,0.0,0.0
ٹارچ استنبول میں کب تھا؟,0.8337199687957764,0.9082335233688354,0.0,0.0,0.0
ٹارچ ریلے کے لئے پیرس کا روٹ کہاں سے شروع ہوا؟,0.8367992043495178,0.8552697896957397,0.0,0.0,0.0
پیرس میں شہر میں مشعل ریلے کا آغاز کہاں سے ہوا تھا؟,0.8567912578582764,0.9145650267601013,0.0,0.0,0.0
مشعل کے حامل ایک گودام میں غائب ہونے کے بعد، ریلے کس سڑک پر دوبارہ ظاہر ہوا؟,0.8385550379753113,0.9121285676956177,0.0,0.0,0.0
انگلینڈ میں کون سے دو لوگوں نے مشعل اٹھانے سے انکار کر دیا؟,0.8636975288391113,0.9178246259689331,0.0,0.0,0.06666666666666667
چین میں اظہار رائے کی آزادی کی کمی کے بارے میں میڈیا سے کس نے بات کی؟,0.8602619171142578,0.9168614149093628,0.0,0.0,0.0
نسلی چینی معذور مشعل بردار کو کیا کہتے تھے؟,0.8290586471557617,0.8641471862792969,0.0,0.0,0.0
ایک کھلاڑی کی طرف سے اٹھائے جانے کے بجائے، مشعل پیرس میں اپنے راستے کو کیسے ختم کرتی ہے؟,0.8545655608177185,0.9339640140533447,0.0,0.0,0.0
مشعل نے کتنے براعظموں کا دورہ کیا؟,0.8326001167297363,0.919154703617096,0.0,0.0,0.0
فرانس کے تمام سیاسی دھڑوں نے کس چیز کو عارضی طور پر روکنے کی درخواست کی؟,0.8773310780525208,0.8764139413833618,0.0,0.0,0.0
تبتی جھنڈا کہاں رکھا جا سکتا تھا؟,0.8396494388580322,0.8572717905044556,0.0,0.0,0.0
سان فرانسسکو میں مشعل ریلے کے لئے ایک عارضی اختتامی تقریب کہاں منعقد کی گئی تھی؟,0.8556333184242249,0.9035525321960449,0.0,0.0,0.0
سیاسی جماعتوں نے مختصر وقفے کے لئے کیا درخواست کی؟,0.9247599840164185,0.8645968437194824,0.0,0.0,0.0
چین اور تبت میں کس چیز پر تشویش تھی؟,0.8576231598854065,0.9131383895874023,0.0,0.0,0.0
ٹارچ سان فرانسسکو میں کس دن پہنچا؟,0.8511675000190735,0.9143040180206299,0.0,0.0,0.0
اس مقام کا نام کیا ہے جہاں ریلے کا اختتام منسوخ کر دیا گیا تھا؟,0.7837881445884705,0.764782190322876,0.0,0.0,0.0
اس بینر پر کیا متن تھا جو سیاستدانوں نے باہر کھول دیا تھا؟,0.8202815055847168,0.8529623746871948,0.0,0.0,0.0
بیونس آئرس کا میئر کون تھا؟,0.8543573021888733,0.9346824884414673,0.0,0.0,0.0
اس عورت کا نام کیا ہے جس نے نئی کھیلوں کے لئے مشعل روشن کی؟,0.8120948076248169,0.9114913940429688,0.0,0.0,0.06666666666666667
